GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxkdhy,41.168518,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453,İstanbul,,,Marmara Bölgesi,,,,Büyükdere Mahallesi,,Sarıyer,
sxkd08,41.13556,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,2735. Sokak,,Habibler Mahallesi,,Sultangazi,
sxkces,41.06964,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Çekmeköy,Koçullu Mahallesi
sxk1zh,41.113586,28.43811,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Çakıl Mahallesi
sx7fnh,41.15753,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,Çanta Yolu - Çamlık Sokak,,Çanta Balaban Mahallesi,,Silivri,
sxk6vy,41.300354,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Devriye Yolu,,Tayakadın Mahallesi,,Arnavutköy,Yeniköy Mahallesi
sxk66b,41.179504,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,Yassıören Mahallesi
sxm1vd,41.1026,29.778442,TR-34,,,,,Göksu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,Ubeyli,,34990,İstanbul,,,Marmara Bölgesi,,Yeni Dünya Sokağı,,,,Şile,
sxk1zc,41.097107,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,Kurtuluş 2 Caddesi,,,,Çatalca,Çakıl Mahallesi
sxk6xv,41.250916,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,İhsaniye Mahallesi
sxk53t,41.38275,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,Çatalca,Aydınlar Mahallesi
sxkfh1,41.141052,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Karakiraz Mahallesi
sxk3te,41.064148,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325,İstanbul,,,Marmara Bölgesi,,Keklik Sokağı,,Tahtakale Mahallesi,,Avcılar,
sxk8ug,40.932312,29.042358,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126,İstanbul,,,Marmara Bölgesi,,,,,,Fatih,
sxkd9t,41.250916,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Çiftalan Mahallesi
sxkf4t,41.163025,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Bozhane Mahallesi
sxm1ek,41.06964,29.679565,TR-34,,,,,Yazımanayır Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Yazıcı Sokağı,,,,Şile,
sxkf4g,41.15204,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Kılıçlı Mahallesi
sxk64d,41.146545,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Nakkaş Mahallesi
sxkf1f,41.146545,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,Kapadokya Caddesi,,,,Beykoz,Bozhane Mahallesi
sxk332,41.003723,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535,İstanbul,Batıköy,,Marmara Bölgesi,,Manolya Sokağı,,Mimaroba Mahallesi,,Büyükçekmece,
sx7fv6,41.27838,28.009644,TR-59,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,Çerkezköy,Eriş Sokak,,İstasyon,,Çerkezköy,
sx7fur,41.305847,27.965698,TR-59,,,1,,İsmet Paşa Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59510,,,,Marmara Bölgesi,,6. Sokak,,Kazım Karabekir Mahallesi,,Kapaklı,
sxk4k2,41.179504,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi
sxk4s2,41.22345,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Baba Küstü Caddesi,,,,Silivri,Akören Mahallesi
sxk3bu,41.113586,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,
sxk4sf,41.234436,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,Karakaçan Mekanı,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi
sxkb6y,40.8609,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947,İstanbul,,,Marmara Bölgesi,,,,Aydıntepe Mahallesi,,Tuzla,
sxhzuz,40.778503,29.39392,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Kazımkarabekir Mahallesi,,Darıca,
sxkdme,41.195984,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,,,Rumelikavağı Mahallesi,,Sarıyer,Rumelifeneri Mahallesi
sxk54d,41.322327,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Danamandıra Mahallesi
sxk49d,41.234436,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,34-81,,,Piknik Alanı,Silivri,Büyük Sinekli Mahallesi
sxk35d,40.970764,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34520,İstanbul,,,Marmara Bölgesi,,İdil Sokağı,,Kavaklı Mahallesi,,Beylikdüzü,
sxk4j3,41.141052,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kadıköy Mahallesi
sxk52x,41.393738,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Hallaçlı Binkılıç Yolu,,Atatürk Mahallesi,,Çatalca,Hallaçlı Mahallesi
sxkdn4,41.146545,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820,İstanbul,,,Marmara Bölgesi,,İnce Ceviz Sokağı,,Ortaçeşme Mahallesi,,Beykoz,
sxkdc1,41.27289,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Ağaçlı Mahallesi
sxhzuh,40.762024,29.360962,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,Kocaeli,,,Marmara Bölgesi,,,,Cami Mahallesi,,Darıca,
sxkd6k,41.201477,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,
sxkbkc,40.833435,29.39392,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435,Kocaeli,,,Marmara Bölgesi,,,,Akse Mahallesi,,Çayırova,
sxk4m6,41.19049,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi
sxk9z9,41.097107,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,,,Çengeldere Mahallesi,,Beykoz,
sxm1zn,41.124573,29.84436,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34990,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kurfallı Mahallesi
sxk49v,41.250916,28.207397,TR-34,,,,,,,,Türkiye,tr,Silivri Orman Alanı,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,34-81,,,,Silivri,
sxk674,41.19049,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Dursunköy Mahallesi
sxk8mk,40.849915,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,,
sxkc2j,41.03119,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Çekmeköy,
sxk6q8,41.179504,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxkfq6,41.19049,29.459839,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,34-02,,,,Şile,Alacalı Mahallesi
sxk8ws,40.89386,29.119263,TR-34,,,,,,,,Türkiye,tr,Heybeliada Mahallesi,,,,,,,,,,,,,,,,,34973,İstanbul,,,Marmara Bölgesi,,,,Heybeliada,,Adalar,
sxk1dy,41.080627,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Erkin Balaban Caddesi,,Yeni Mahalle,,Silivri,
sxk48g,41.23993,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxkbdf,40.882874,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906,İstanbul,,,Marmara Bölgesi,,Havaalanı 1. Kavşağı,,Sanayi Mahallesi,,Pendik,
sxkc35,41.020203,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34788,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Caddesi,,Aydınlar Mahallesi,,Çekmeköy,
sxk6wn,41.25641,28.745728,TR-34,,İstanbul Havalimanı Otoparkı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Terminal Caddesi,,Tayakadın Mahallesi,,Arnavutköy,
sxkc3q,41.036682,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794,İstanbul,,,Marmara Bölgesi,,112. Sokak,,Nişantepe Mahallesi,,Çekmeköy,
sxk3h2,40.959778,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34524,İstanbul,,,Marmara Bölgesi,,,,Marmara Mahallesi,,Beylikdüzü,
sxk5h0,41.31134,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Orman Yolu,,,,Çatalca,Gümüşpınar Mahallesi
sxkchm,40.987244,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Orman Yolu,,,,Pendik,Emirli Mahallesi
sxkbcc,40.921326,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34909,İstanbul,,,Marmara Bölgesi,,Damar Sokak,,Ertuğrul Gazi Mahallesi,,Pendik,
sxk1tb,41.04767,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxkb94,40.882874,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34893,İstanbul,,,Marmara Bölgesi,,Sarıgül Sokak,,Yeni Mahallesi,,Pendik,
sxkf33,41.184998,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Değirmendere,,,İstanbul,,,Marmara Bölgesi,,Mucize Caddesi,,,,Beykoz,Paşamandıra Mahallesi
sxk9yx,41.130066,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800,İstanbul,,,Marmara Bölgesi,,,,Gümüşsuyu Mahallesi,,Beykoz,
sx7fum,41.29486,27.965698,TR-59,,,Koçak Farma Fabrikası,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59510,,,,Marmara Bölgesi,,Fatih Bulvarı,,Gazi Osman Paşa Mahallesi,,Çerkezköy,
sxk1bc,41.097107,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi
sxk6qn,41.212463,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275,İstanbul,,,Marmara Bölgesi,,,,İmrahor Mahallesi,,Arnavutköy,
sxkc14,40.970764,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885,İstanbul,,,Marmara Bölgesi,,,,Akpınar Mahallesi,,Sancaktepe,
sxk4gz,41.305847,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Tekirdağ Caddesi,,,,Çatalca,Gümüşpınar Mahallesi
sxkd3b,41.179504,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,Davutpaşa Caddesi,,Mithatpaşa Mahallesi,,Eyüpsultan,
sxk9zm,41.11908,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,,,Görele Mahallesi,,Beykoz,
sxk63m,41.20697,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Örcünlü Nakkaş Yolu,,,,Çatalca,Nakkaş Mahallesi
sxkc5w,40.992737,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Emirli Mahallesi
sxk3kq,41.036682,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34517,İstanbul,,,Marmara Bölgesi,,1441. Sokak,,Çınar Mahallesi,,Esenyurt,
sxkcup,41.130066,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Şile,Avcıkoru Mahallesi
sxk32u,41.025696,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,Türkoba Mahallesi,,Büyükçekmece,
sxk463,41.184998,28.22937,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi
sxk47n,41.212463,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kurfallı Mahallesi
sxk4t2,41.22345,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kabakça Mahallesi
sxk6u6,41.27838,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277,İstanbul,,,Marmara Bölgesi,,Bukle Sokağı,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxk63k,41.201477,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Örcünlü Nakkaş Yolu,,,,Çatalca,Nakkaş Mahallesi
sxk4bj,41.29486,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Hallaçlı Çayırdere Yolu,,,,Silivri,Çayırdere Mahallesi
sxk627,41.195984,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İzzettin Mahallesi
sxm41w,41.168518,29.602661,TR-34,,,,,Çavuş Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980,İstanbul,,,Marmara Bölgesi,,Üsküdar Caddesi,,Çavuş,,Şile,
sxk1c7,41.108093,28.185425,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,TPAO Silivri Yer Altı Doğalgaz Depolama Tesisi,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi
sx7fuk,41.289368,27.965698,TR-59,,,SCHNEE METAL,,,,,Türkiye,tr,,,Tekirdağ,,,,,6,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59510,,,,Marmara Bölgesi,,27. Sokak,,Yıldırım Beyazıt Mahallesi,,Kapaklı,
sxk628,41.179504,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İzzettin Mahallesi
sxk44q,41.168518,28.22937,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi
sxk6jh,41.15753,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34281,İstanbul,,,Marmara Bölgesi,,,,Haraççı Mahallesi,,Arnavutköy,Hacımaşlı Mahallesi
sxk3mk,41.025696,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325,İstanbul,,,Marmara Bölgesi,,G-908 Sokağı,,Yeşilkent Mahallesi,,Avcılar,
sxk35z,40.99823,28.64685,TR-34,,,A-5,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34520,İstanbul,,,Marmara Bölgesi,,Rüzgarlı Sokağı,,Barış Mahallesi,,Beylikdüzü,
sx7czk,41.113586,28.097534,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,,,Çanta Sancaktepe Mahallesi,,Silivri,
sxk539,41.36078,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Hallaçlı Aydınlar Yolu,,Atatürk Mahallesi,,Çatalca,Aydınlar Mahallesi
sxk445,41.15204,28.218384,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi
sxkd5c,41.141052,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,,,Ayazağa Mahallesi,,Sarıyer,
sxkbus,40.937805,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,,,Tepeören Mahallesi,,Tuzla,
sxk6nz,41.17401,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,İsmet İnönü Caddesi,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxk1gr,41.130066,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,
sxk3gt,41.11908,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Arnavutköy,
sxk3y5,41.108093,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494,İstanbul,,,Marmara Bölgesi,,,,Kayabaşı Mahallesi,,Başakşehir,
sxkbk4,40.83893,29.360962,TR-34,,,,,Mimar Sinan Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950,İstanbul,,,Marmara Bölgesi,,Neslişah Sk.,,Mimar Sinan,,Tuzla,
sxk6zp,41.305847,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275,İstanbul,,,Marmara Bölgesi,,IGA Liman Caddesi,,İmrahor Mahallesi,,Arnavutköy,Akpınar Mahallesi
sxk1zb,41.091614,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,Ekber Sokağı,,,,Çatalca,Çakıl Mahallesi
sx7frt,41.20697,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Orman Yangını Önleme Şeridi,,,,Silivri,Seymen Mahallesi
sxm1db,41.04767,29.657593,TR-34,,,,,Teke Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,Hallı,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,
sxk9x5,41.064148,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,,,Baklacı Mahallesi,,Beykoz,
sxkb3y,40.8609,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890,İstanbul,,,Marmara Bölgesi,,Liman Caddesi,,Kaynarca Mahallesi,,Pendik,
sxk9yj,41.11908,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,28,,,,,,,,,,34800,İstanbul,,,Marmara Bölgesi,,Sahip Molla Caddesi,,İncirköy Mahallesi,,Beykoz,
sxk3cx,41.130066,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Bahşayiş Mahallesi
sxk9yn,41.124573,29.09729,TR-34,,Denizde Güvenlik Eğitimi Uygulama Alanı ve Otoparkı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820,İstanbul,,,Marmara Bölgesi,,Kelle İbrahim Caddesi,,Gümüşsuyu Mahallesi,,Beykoz,
sxkbt7,40.888367,29.415894,TR-34,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Pelitli Caddesi,,Tepeören Mahallesi,,Tuzla,
sxkbc9,40.921326,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34909,İstanbul,,,Marmara Bölgesi,,,,Ertuğrul Gazi Mahallesi,,Pendik,
sxkb4q,40.816956,29.284058,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,Şentürk Sokak,,Postane,,Tuzla,
sxk3hu,40.98175,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Eüaş İstanbul A Doğalgaz Kombine Çevrim Santrali,,,,,,,,,34524,İstanbul,,,Marmara Bölgesi,,,,Yakuplu Mahallesi,,Beylikdüzü,
sxkcyh,41.113586,29.448853,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Üvezli Mahallesi
sxk3en,41.080627,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Alkent 2000 Mahallesi,,Büyükçekmece,
sx7gxt,41.426697,28.10852,TR-59,,,,Sefaalan Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,,,,,,Sefaalan
sxkcy4,41.1026,29.448853,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Üvezli Mahallesi
sxkfr0,41.179504,29.492798,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Sofular Mahallesi
sxkbup,40.954285,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Kurna Mahallesi
sxk4fk,41.289368,28.22937,TR-34,,,,,,,,Türkiye,tr,Silivri Orman Alanı,,,,,,,,,,Danamandıra Tabiat Parkı,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,34-81,,,,Silivri,Danamandıra Mahallesi
sxk19t,41.075134,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Silivri,
sxk37v,41.03119,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522,İstanbul,,,Marmara Bölgesi,,,,Hürriyet Mahallesi,,Esenyurt,
sxk53f,41.366272,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Hallaçlı Aydınlar Yolu,,Atatürk Mahallesi,,Çatalca,Aydınlar Mahallesi
sxkbg5,40.932312,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912,İstanbul,,,Marmara Bölgesi,,Cumhuriyet Bulvarı,,Yenişehir Mahallesi,,Pendik,
sxk4bd,41.27838,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxm1zq,41.124573,29.855347,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34990,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Göçe Mahallesi
