GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxkcd0,41.04767,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794,İstanbul,,,Marmara Bölgesi,,Nadide Sokağı,,Nişantepe Mahallesi,,Çekmeköy,
sxk9gh,41.113586,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,,,Ayazağa Mahallesi,,Sarıyer,
sxk9nu,40.98175,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34750,İstanbul,Kocaceviz,,Marmara Bölgesi,,Ulusoy Sokağı,,Küçükbakkalköy Mahallesi,,Ataşehir,
sxk8xm,40.899353,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34865,İstanbul,Dragos,,Marmara Bölgesi,,,,Orhantepe Mahallesi,,Kartal,
sxk9k9,41.009216,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34662,İstanbul,,,Marmara Bölgesi,,Bahar Sokağı,,Barbaros Mahallesi,,Üsküdar,
sxk9yt,41.11908,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800,İstanbul,,,Marmara Bölgesi,,Hançer Sokağı,,İncirköy Mahallesi,,Beykoz,
sxk6es,41.245422,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxk9uc,41.097107,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34470,İstanbul,,,Marmara Bölgesi,,,,Fatih Sultan Mehmet Mahallesi,,Sarıyer,
sxk9db,41.04767,28.954468,TR-34,,,,,,,,Türkiye,tr,Fetihtepe Mahallesi,,,,,,,,,,,,,,,,,34445,İstanbul,,,Marmara Bölgesi,,Dereiçi Sokağı,,Fetihtepe,,Beyoğlu,
sxkdd4,41.234436,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Mithatpaşa Mahallesi,,Eyüpsultan,Çiftalan Mahallesi
sx7cuc,41.097107,27.98767,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34586,İstanbul,,,Marmara Bölgesi,,,,Değirmenköy Fevzipaşa Mahallesi,,Silivri,
sxkb9b,40.871887,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890,İstanbul,,,Marmara Bölgesi,,Buket Sokağı,,Kaynarca Mahallesi,,Pendik,
sx7ghm,41.338806,27.965698,TR-59,,,,,İnönü Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,59510,,,,Marmara Bölgesi,Kapaklı,Çerkezköy Saray Yolu,,Atatürk Mahallesi,,Kapaklı,
sx7cxe,41.064148,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,,,Çanta Sancaktepe Mahallesi,,Silivri,
sxk333,41.009216,28.536987,TR-34,,,Hazal Evleri,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535,İstanbul,,,Marmara Bölgesi,,Mustafa Kemal Bulvarı,,Ekinoba Mahallesi,,Büyükçekmece,
sxk906,40.970764,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149,İstanbul,,,Marmara Bölgesi,,Rauf Orbay Caddesi,,Yeşilyurt Mahallesi,,Bakırköy,
sxkf1v,41.163025,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,Ünal Çıkmazı,,,,Beykoz,Öğümce Mahallesi
sxk37k,41.025696,28.624878,TR-34,,,TÜYAP Kongre ve Fuar Merkezi,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,Eski Hadımköy Yolu Caddesi,,Cumhuriyet Mahallesi,,Büyükçekmece,
sxk9m3,41.009216,29.064331,TR-34,,Kotku Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34696,İstanbul,,,Marmara Bölgesi,,Ikizler Sokağı,,Küçük Çamlıca Mahallesi,,Üsküdar,
sxk9ns,40.98175,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34750,İstanbul,Kocaceviz,,Marmara Bölgesi,,Cengiz Topel Caddesi,Berber Dükkanı,Küçükbakkalköy Mahallesi,,Ataşehir,
sxkc3p,41.042175,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794,İstanbul,,,Marmara Bölgesi,,,,Alemdağ Mahallesi,,Çekmeköy,
sx7cxm,41.075134,28.097534,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,,,Çanta Sancaktepe Mahallesi,,Silivri,
sx7cv1,41.097107,27.998657,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34586,İstanbul,Değirmenköy,,Marmara Bölgesi,,,,Değirmenköy Fevzipaşa Mahallesi,,Silivri,
sxk9c1,41.097107,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34265,İstanbul,,,Marmara Bölgesi,,,,Esentepe Mahallesi,,Sultangazi,
sxk98f,41.058655,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34230,İstanbul,,,Marmara Bölgesi,,,,Havaalanı Mahallesi,,Esenler,
sxk9be,41.108093,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,,,İsmetpaşa Mahallesi,,Sultangazi,
sxk9w6,41.058655,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34768,İstanbul,,,Marmara Bölgesi,,,,Hekimbaşı Mahallesi,,Ümraniye,
sxk1tg,41.064148,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk8zj,40.9433,29.141235,TR-34,,Evliya Çelebi İlköğretim Okulu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34852,İstanbul,,,Marmara Bölgesi,,Doğuşkent Caddesi,,Girne Mahallesi,,Maltepe,
sxk3hw,40.992737,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34524,İstanbul,,,Marmara Bölgesi,,Kumcular Caddesi,,Yakuplu Mahallesi,,Beylikdüzü,
sx7frd,41.19049,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi
sxk61x,41.17401,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Nakkaş Mahallesi
sxk3rj,41.03119,28.789673,TR-34,,Sabahattin Zaim Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303,İstanbul,,,Marmara Bölgesi,,Turgut Özal Bulvarı,,Halkalı Merkez Mahallesi,,Küçükçekmece,
sxk6g5,41.283875,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Boyalık Mahallesi
sxk6mq,41.212463,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283,İstanbul,,,Marmara Bölgesi,,,,Mareşal Fevzi Çakmak Mahallesi,,Arnavutköy,
sx7fw4,41.234436,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Büyük Çavuşlu Mahallesi
sxk6ru,41.201477,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,Pirinççi Mahallesi,,Eyüpsultan,Işıklar Mahallesi
sxkb8e,40.888367,29.207153,TR-34,,,,,Yunus Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,Yunus,,34873,İstanbul,,,Marmara Bölgesi,,Sanayi Caddesi,,Çavuşoğlu Mahallesi,,Kartal,
sxk3r4,41.01471,28.789673,TR-34,,Dr. İffet Onur İlkokulu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34295,İstanbul,,,Marmara Bölgesi,,Okul Çıkmazı,,Söğütlü Çeşme Mahallesi,,Küçükçekmece,
sxk9wb,41.04767,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771,İstanbul,,,Marmara Bölgesi,,K17 Çamlık Kavşağı,,Fatih Sultan Mehmet Mahallesi,,Ümraniye,
sxkc0f,40.970764,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885,İstanbul,Ortadağ,,Marmara Bölgesi,,D100 - E80 Bağlantı Yolu,,Fatih Mahallesi,,Sancaktepe,
sxkf1u,41.15753,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Beykoz,Öğümce Mahallesi
sxk6p4,41.146545,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,Fenertepe,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,Kayabaşı Mahallesi,,Başakşehir,
sx7czd,41.1026,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çeltik Mahallesi
sx7fky,41.212463,27.98767,TR-59,,,,,Kızılpınar Atatürk Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Çorlu,,,,,,,Marmara Bölgesi,,Tarla Yolu,,,,,Seymen Mahallesi
sxkds0,41.22345,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Uskumruköy Mahallesi,,Sarıyer,
sxk689,41.228943,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Kestanelik Mahallesi
sxk36k,41.025696,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,Pazar Caddesi,,Dizdariye Mahallesi,,Büyükçekmece,
sxkdmy,41.212463,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,,,,,Sarıyer,Garipçe Mahallesi
sxkc5k,40.98175,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Pendik,Emirli Mahallesi
sxk6db,41.22345,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Yassıören Kavşağı,,,,Arnavutköy,Yassıören Mahallesi
sxk3z0,41.091614,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490,İstanbul,,,Marmara Bölgesi,,,,İkitelli OSB Mahallesi,,Başakşehir,
sxkc48,40.959778,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34930,İstanbul,Uzundere,,Marmara Bölgesi,,,,Mecidiye Mahallesi,,Sultanbeyli,
sxkb9j,40.899353,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34876,İstanbul,,,Marmara Bölgesi,,Tatlısu Sokak,,Hürriyet Mahallesi,,Kartal,
sxk9g9,41.097107,28.987427,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34398,İstanbul,,,Marmara Bölgesi,,Cansız Sokağı,,Seyrantepe Mahallesi,,Kâğıthane,
sxk40j,41.163025,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Seymen Mahallesi
sxk9qg,41.020203,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771,İstanbul,,,Marmara Bölgesi,,Mürvet Sokağı,,Ihlamurkuyu Mahallesi,,Ümraniye,
sxkdhm,41.163025,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453,İstanbul,,,Marmara Bölgesi,,,,Kazım Karabekir Paşa Mahallesi,,Sarıyer,
sxk9dh,41.06964,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,No: 11/1,,,İsfanbul Tema Park,,,,,,,34065,İstanbul,,,Marmara Bölgesi,,1. Kuyu Sokağı,,Yıldıztabya Mahallesi,,Gaziosmanpaşa,
sx7cwf,41.058655,28.075562,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,,,Çanta Balaban Mahallesi,,Silivri,
sxk964,41.01471,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34015,İstanbul,,,Marmara Bölgesi,,10. Yıl Caddesi,,Merkezefendi Mahallesi,,Zeytinburnu,
sxk3e7,41.064148,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522,İstanbul,,,Marmara Bölgesi,,3057. Sokak,,Akçaburgaz Mahallesi,,Esenyurt,
sxkdr5,41.195984,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34825,İstanbul,,,Marmara Bölgesi,,Poyraz Yolu,,,,Beykoz,Poyrazköy Mahallesi
sxkbgb,40.915833,29.349976,TR-34,,,,,Fatih Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,Efdal Sokak,,,,Tuzla,
sxkdt3,41.228943,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Demirciköy Mahallesi,,Sarıyer,
sxk93y,41.036682,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34030,İstanbul,Numunebağ,,Marmara Bölgesi,,Çakmak Sokağı,,Yenidoğan Mahallesi,,Bayrampaşa,
sxk92y,41.036682,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34200,İstanbul,,,Marmara Bölgesi,,766. Sokak,,Çınar Mahallesi,,Bağcılar,
sxk6q7,41.195984,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34287,İstanbul,,,Marmara Bölgesi,,Ahu Sokağı,,Hicret Mahallesi,,Arnavutköy,
sxk6np,41.17401,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275,İstanbul,,,Marmara Bölgesi,,,,Arnavutköy Merkez Mahallesi,,Arnavutköy,
sxk9k3,41.009216,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,TT,,,,,34668,İstanbul,,,Marmara Bölgesi,,Tıbbiye Caddesi,,Selimiye Mahallesi,,Üsküdar,
sxk9bs,41.113586,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,78. Sokak,,İsmetpaşa Mahallesi,,Sultangazi,
sxkb8j,40.899353,29.18518,TR-34,,Esentepe Taksi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870,İstanbul,,,Marmara Bölgesi,,İnönü Caddesi,,Karlıktepe Mahallesi,,Kartal,
sxk8yt,40.9433,29.119263,TR-34,,Mutluhan Uzunat Çolakoğlu Ortaokulu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34841,İstanbul,,,Marmara Bölgesi,,Coşkun Sokağı,,İdealtepe Mahallesi,,Maltepe,
sxkc61,41.009216,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791,İstanbul,,,Marmara Bölgesi,,K16 Paşaköy Kavşağı,,,,Sancaktepe,Paşaköy Mahallesi
sxk94p,40.99823,28.921509,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34020,İstanbul,,,Marmara Bölgesi,,,,Yedikule Mahallesi,,Fatih,
sxkb8k,40.89386,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870,İstanbul,,,Marmara Bölgesi,,Edebi Sokağı,,Karlıktepe Mahallesi,,Kartal,
sxk6m1,41.184998,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34281,İstanbul,,,Marmara Bölgesi,,,,Haraççı Mahallesi,,Arnavutköy,
sxk9wm,41.075134,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34805,İstanbul,,,Marmara Bölgesi,,,,Fatih Mahallesi,,Beykoz,
sxk9cb,41.091614,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34260,İstanbul,,,Marmara Bölgesi,,Gaziosmanpaşa Kavşağı,,75. Yıl Mahallesi,,Sultangazi,
sxk962,41.003723,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,Levent Elektrik,,,,,,,,,,,,,,,,34098,İstanbul,Samatya,,Marmara Bölgesi,,İzci Türk Sokağı,,Koca Mustafapaşa Mahallesi,,Fatih,
sxkbb0,40.915833,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34880,İstanbul,,,Marmara Bölgesi,,,,Soğanlık Yeni Mahallesi,,Kartal,
sxkc2u,41.025696,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34788,İstanbul,,,Marmara Bölgesi,,,,Güngören Mahallesi,,Çekmeköy,
sxk325,41.020203,28.482056,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530,İstanbul,,,Marmara Bölgesi,,,,Bahçelievler Mahallesi,,Büyükçekmece,
sxkb6s,40.849915,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947,İstanbul,,,Marmara Bölgesi,,Sahil Bulvarı,,Aydıntepe Mahallesi,,Tuzla,
sxk987,41.064148,28.844604,TR-34,,,BatıŞehir E Blok,,,,,Türkiye,tr,,,,,,,,26,,,,,,,,,,34218,İstanbul,,,Marmara Bölgesi,,Batışehir Caddesi,,Göztepe Mahallesi,,Bağcılar,
sxk664,41.19049,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,Nakkaş Servis Alanı (Güney),,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Çatalca,Nakkaş Mahallesi
sxkdhe,41.15204,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34457,İstanbul,Kefeliköy,,Marmara Bölgesi,,Hacı Osman Bayırı,,Cumhuriyet Mahallesi,,Sarıyer,
sxk9vh,41.113586,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34460,İstanbul,,,Marmara Bölgesi,,,,İstinye Mahallesi,,Sarıyer,
sxk9r5,41.020203,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771,İstanbul,,,Marmara Bölgesi,,Ulupınar Sokağı,,Cemil Meriç Mahallesi,,Ümraniye,
sxkc0t,40.987244,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885,İstanbul,,,Marmara Bölgesi,,Sandalcı Sokağı,,Eyüp Sultan Mahallesi,,Sancaktepe,
sxk99u,41.06964,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,Keçesuyu,,,,,,,,,,,,34255,İstanbul,,,Marmara Bölgesi,,İstanbul Caddesi,,Şemsipaşa Mahallesi,,Gaziosmanpaşa,
sxkcer,41.08612,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Çekmeköy,
sxk3xn,41.080627,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Aymakoop Sanayi Sitesi,,,,,,,,,34490,İstanbul,,,Marmara Bölgesi,,,,İkitelli OSB Mahallesi,,Başakşehir,
sxkd5y,41.168518,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473,İstanbul,,,Marmara Bölgesi,,Bahçeköy Caddesi,,Bahçeköy Yeni Mahalle,,Sarıyer,
sxk9jr,40.99823,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34700,İstanbul,,,Marmara Bölgesi,,Ayazma Caddesi,,Ünalan Mahallesi,,Üsküdar,
sxkcu9,41.097107,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,Şile Yolu,,Ömerli Mahallesi,,Çekmeköy,Koçullu Mahallesi
sxk9nr,40.99823,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34746,İstanbul,Batı Ataşehir,,Marmara Bölgesi,,Ak Zambak Sokağı,,Barbaros Mahallesi,,Ataşehir,
sxkd8f,41.234436,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Odayeri Mahallesi
sxkbgv,40.9433,29.349976,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tepeören Mahallesi,,Pendik,Kurna Mahallesi
sxk9w4,41.058655,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766,İstanbul,,,Marmara Bölgesi,,Gök Sokağı,,Hekimbaşı Mahallesi,,Ümraniye,
sxk91q,40.992737,28.88855,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34146,İstanbul,,,Marmara Bölgesi,,Ekrem Kurt Bulvarı,,Osmaniye Mahallesi,,Bakırköy,
sxk9vm,41.11908,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34464,İstanbul,,,Marmara Bölgesi,Sandoz Sitesi,,,Yeniköy Mahallesi,,Sarıyer,
sxk8xr,40.91034,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34865,İstanbul,,,Marmara Bölgesi,,Cumhuriyet Caddesi,,Yalı Mahallesi,,Maltepe,
sxkd2r,41.217957,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi
sxk99e,41.064148,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34045,İstanbul,,,Marmara Bölgesi,,Barbaros Sokağı,,Yıldırım Mahallesi,,Bayrampaşa,
sxk60q,41.168518,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İzzettin Mahallesi
sxk9sp,41.08612,29.0094,TR-34,,,İsmail Tarman İlköğretim Okulu,,,,,Türkiye,tr,,,,,,,,2,,,,,,,,,,34330,İstanbul,,,Marmara Bölgesi,Yenilevent,Muhtar Oya Çolpan Akyüz Sokak,,Konaklar Mahallesi,,Beşiktaş,
sxkc6p,41.042175,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794,İstanbul,,,Marmara Bölgesi,,,,Nişantepe Mahallesi,,Çekmeköy,
sxk1tv,41.075134,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk3qz,41.042175,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307,İstanbul,,,Marmara Bölgesi,,222. Cadde,,Atakent Mahallesi,,Küçükçekmece,
sxkc0n,40.992737,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34888,İstanbul,,,Marmara Bölgesi,,Berker Sokak,,Esenkent Mahallesi,,Ümraniye,
sxk6sr,41.2619,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Baklalı Mahallesi
sxk9uq,41.124573,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,,,Maslak Mahallesi,,Sarıyer,
sxkd87,41.23993,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,Odayeri,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,Selçukbey Sokağı,,,,Eyüpsultan,Odayeri Mahallesi
sxk96w,41.036682,28.943481,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34087,İstanbul,,,Marmara Bölgesi,,Hacı Arif Efendi Sokağı,,Ayvansaray Mahallesi,,Fatih,
sxkbbb,40.915833,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34876,İstanbul,Yakacık,,Marmara Bölgesi,,,,Yakacık Çarşı Mahallesi,,Kartal,
sxk1tc,41.05316,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxkb86,40.882874,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34860,İstanbul,,,Marmara Bölgesi,,Turgut Özal Bulvarı,,Kordonboyu Mahallesi,,Kartal,
sxkd41,41.141052,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,
sxk4re,41.195984,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,Karasu Çiftliği,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Karasu Caddesi,,,,Çatalca,Subaşı Mahallesi
sx7fpy,41.168518,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Seymen Mahallesi
sxhzvq,40.77301,29.415894,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Abdi İpekçi Mahallesi,,Darıca,Eskihisar Mahallesi
