GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount
sx7fx3,41.228943,28.097534,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,İstasyon Caddesi,,,,Silivri,Beyciler Mahallesi,1
sxk3fz,41.130066,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,Ihlamur Caddesi,,,,Arnavutköy,Yeşilbayır Mahallesi,1
sxk9y2,41.091614,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34805.0,İstanbul,,,Marmara Bölgesi,,,,Rüzgarlıbahçe Mahallesi,,Beykoz,,1
sxk65c,41.141052,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,Sazlıbosna Mahallesi,1
sxk48z,41.2619,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi,1
sxk650,41.13556,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeşilbayır Mahallesi,1
sxkdjt,41.163025,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34457.0,İstanbul,,,Marmara Bölgesi,,,,Anadolu Kavağı Mahallesi,,Beykoz,,1
sxk4td,41.234436,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kabakça Mahallesi,1
sxk7jh,41.333313,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeniköy Mahallesi,1
sxk9ym,41.11908,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,Zinde Çıkmazı Sokağı,,İncirköy Mahallesi,,Beykoz,,1
sxk6v4,41.27838,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,İstanbul Havalimanı Seyir Terası,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Devriye Yolu,,Tayakadın Mahallesi,,Arnavutköy,Yeniköy Mahallesi,1
sxkccf,41.1026,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869.0,İstanbul,,,Marmara Bölgesi,,Reşadiye Caddesi,,Reşadiye Mahallesi,,Çekmeköy,Hüseyinli Mahallesi,1
sxk9yq,41.124573,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820.0,İstanbul,,,Marmara Bölgesi,,Sipahi Sokağı,,Gümüşsuyu Mahallesi,,Beykoz,,1
sxk5gy,41.476135,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34560.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Yalıköy Mahallesi,1
sxk44x,41.17401,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,1
sxk1eq,41.080627,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,,1
sx7fjf,41.146545,28.031616,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34586.0,İstanbul,,,Marmara Bölgesi,,Gölet Caddesi,,Değirmenköy İsmetpaşa Mahallesi,,Silivri,,1
sxkbse,40.888367,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,,,Orta Mahallesi,,Tuzla,,1
sxk35v,40.987244,28.64685,TR-34,,Abidin Nesim Fatinoğlu Anadolu Lisesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34520.0,İstanbul,,,Marmara Bölgesi,,Eğitim Vadisi Bulvarı,,Barış Mahallesi,,Beylikdüzü,,1
sxk4q9,41.184998,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Hanice Caddesi,,Kaleiçi Mahallesi,,Çatalca,İnceğiz Mahallesi,1
sxk647,41.15204,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Nakkaş Mahallesi,1
sxk33m,41.03119,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,,,Hürriyet Mahallesi,,Büyükçekmece,,1
sxk3wr,41.08612,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,36. Sokak,,Güvercintepe Mahallesi,,Başakşehir,,1
sx7ujx,41.525574,28.02063,TR-59,,,,Güngörmez Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,Saray - Kıyıköy yolu,,,,,,1
sxk9xw,41.080627,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830.0,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,,1
sx7cky,41.036682,27.98767,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34588.0,,,,Marmara Bölgesi,,,,,,Marmaraereğlisi,Sultanköy Mahallesi,1
sxkd3e,41.195984,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,,,Göktürk Merkez Mahallesi,,Eyüpsultan,,1
sxkbfn,40.94879,29.273071,TR-34,,Sultanbeyli PirSultan Abdal Cemevi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34925.0,İstanbul,,,Marmara Bölgesi,,Şalgamlı Caddesi,,Yavuz Selim Mahallesi,,Sultanbeyli,,1
sxk37g,41.020203,28.64685,TR-34,,,Semerkand Evleri,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34515.0,İstanbul,,,Marmara Bölgesi,,1993. Sokak,,Piri Reis Mahallesi,,Esenyurt,,1
sxk3y4,41.1026,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,Neşet Ertaş Sokak,,Güvercintepe Mahallesi,,Başakşehir,,1
sxkc80,41.04767,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,,,Merkez Mahallesi,,Çekmeköy,,1
sxk1zk,41.113586,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,Çakıl Mahallesi,1
sxk44d,41.146545,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,1
sxk3mq,41.036682,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,,,Firuzköy Mahallesi,,Avcılar,,1
sxk3ej,41.075134,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Alkent 2000 Mahallesi,,Büyükçekmece,,1
sxk66t,41.20697,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yassıören Mahallesi,1
sxk3eb,41.04767,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522.0,İstanbul,,,Marmara Bölgesi,,Halide Edip Adıvar Caddesi,,Osmangazi Mahallesi,,Esenyurt,,1
sxkb7t,40.855408,29.33899,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,14,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Serap Çıkmazı,,Aydınlı,,Tuzla,,1
sxk3yv,41.11908,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Gazi Mustafa Kemal Bulvarı,,Kayabaşı Mahallesi,,Başakşehir,,1
sx7fv5,41.283875,27.998657,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Çerkezköy,Erdölen Sokak,Bulut Gayrimenkul Otomotiv,Gazi Osman Paşa Mahallesi,,Çerkezköy,,1
sxkbsr,40.91034,29.371948,TR-34,,,,,Anadolu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Valide Sultan Caddesi,,Anadolu,,Tuzla,,1
sxk5w3,41.404724,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Ormanlı - Karacaköy Yolu,,,,Çatalca,Ormanlı Mahallesi,1
sxk5ew,41.43219,28.284302,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34560.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Yalıköy Mahallesi,1
sxk6tm,41.250916,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,,,Tayakadın Mahallesi,,Arnavutköy,,1
sxkdm3,41.184998,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,Rumelikavağı Mahallesi,,Sarıyer,,1
sxk3et,41.075134,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522.0,İstanbul,,,Marmara Bölgesi,,3019. Sokak,,Akçaburgaz Mahallesi,,Esenyurt,,1
sxk477,41.195984,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Süleymaniye Sokak,,,,Silivri,Kurfallı Mahallesi,1
sxk37t,41.03119,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522.0,İstanbul,,,Marmara Bölgesi,,,,Gökevler Mahallesi,,Esenyurt,,1
sxkbhr,40.82245,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420.0,Kocaeli,,,Marmara Bölgesi,,Fatih Caddesi,,Çayırova Mahallesi,,Çayırova,,1
sxk6tz,41.2619,28.734741,TR-34,B1,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Terminal Caddesi,,Tayakadın Mahallesi,,Arnavutköy,,1
sxhzvz,40.778503,29.437866,TR-41,,,,,Barış Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,Barış,,Gebze,,1
sxk4n2,41.13556,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Elbasan Mahallesi,1
sxkb8u,40.89386,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34873.0,İstanbul,,,Marmara Bölgesi,,Pembe Sokağı,,Yalı Mahallesi,,Kartal,,1
sxk8tm,40.899353,29.064331,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126.0,İstanbul,,,Marmara Bölgesi,,,,,,Fatih,,1
sxk19u,41.06964,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Silivri,,1
sxk1f9,41.097107,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Silivri,,1
sxk366,41.01471,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Fatih Mahallesi,,Büyükçekmece,,1
sxk5uc,41.44867,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Karacaköy - Yalıköy Yolu,,,,Çatalca,Yalıköy Mahallesi,1
sxk3h9,40.96527,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34524.0,İstanbul,,,Marmara Bölgesi,,,,Marmara Mahallesi,,Beylikdüzü,,1
sxkbf7,40.932312,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,,Selçuklu Caddesi,,Çamlık Mahallesi,,Pendik,,1
sxk3pt,40.987244,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,,,Yeşilköy Mahallesi,,Bakırköy,,1
sx7fuy,41.300354,27.98767,TR-59,,,EOC BELCIUM,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59500.0,,,,Marmara Bölgesi,,22. Sokak,,Gazi Osman Paşa Mahallesi,,Çerkezköy,,1
sxm1du,41.06964,29.657593,TR-34,,,,,Teke Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,,1
sxk6sp,41.2619,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Baklalı Mahallesi,1
sxk4mr,41.217957,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kabakça Mahallesi,1
sxk4z4,41.27838,28.43811,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kalfa Mahallesi,1
sxk6rk,41.201477,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,,,,,1
sxkbtn,40.904846,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Erdil Sokağı,,Tepeören Mahallesi,,Tuzla,,1
sxk3e8,41.04767,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522.0,İstanbul,,,Marmara Bölgesi,,2647. Sokak,,Osmangazi Mahallesi,,Esenyurt,,1
sxkfhh,41.15753,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Karakiraz Mahallesi,1
sxk688,41.22345,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Örcünlü Mahallesi,1
sxk4ty,41.25641,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Kabakça Mahallesi,1
sxk32b,41.003723,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,Gözdağı Sokak,,Güzelce Mahallesi,,Büyükçekmece,,1
sxkfpz,41.17401,29.525757,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980.0,İstanbul,,,Marmara Bölgesi,,Şile Yolu,,,,Şile,Kızılcaköy Mahallesi,1
sxm41m,41.163025,29.591675,TR-34,,,,,Çavuş Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980.0,İstanbul,,,Marmara Bölgesi,,Üsküdar Caddesi,,Çavuş,,Şile,,1
sxkbfe,40.932312,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,,,,Yenişehir Mahallesi,,Pendik,,1
sxm1v3,41.097107,29.767456,TR-34,,,,,Göksu Mahallesi,,,Türkiye,tr,,,,,,Evrenli Köyü Sapağı,,,,,,,,,,Ubeyli,,34990.0,İstanbul,,,Marmara Bölgesi,,Ubeyli Caddesi,,,,Şile,,1
sxkfhd,41.146545,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Sahilköy Mahallesi,1
sx7ght,41.338806,27.976685,TR-59,,,,,Atatürk Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59510.0,,,,Marmara Bölgesi,Kapaklı,Hacılar Sokak,,Atatürk Mah.,,Kapaklı,,1
sxk4yb,41.267395,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kalfa Mahallesi,1
sxkdb7,41.283875,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Ağaçlı Mahallesi,1
sxk8v0,40.915833,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34977.0,İstanbul,,,Marmara Bölgesi,,Alsancak Sokağı,,Kınalıada Mahallesi,,Adalar,,1
sxk46z,41.217957,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kurfallı Mahallesi,1
sxk41d,41.146545,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Küçük Kılıçlı Mahallesi,1
sxk36y,41.036682,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Hayati Sokağı,,19 Mayıs Mahallesi,,Büyükçekmece,,1
sxk3dk,41.06964,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,1
sxk2zy,40.94879,28.822632,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126.0,İstanbul,,,Marmara Bölgesi,,,,,,Fatih,,1
sxk9z8,41.091614,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830.0,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,,1
sxk40q,41.168518,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi,1
sx7cwr,41.08612,28.053589,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,,,Marmara Bölgesi,,,,Çanta Balaban Mahallesi,,Silivri,,1
sxk33h,41.025696,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,,,Türkoba Mahallesi,,Büyükçekmece,,1
sxm4hg,41.15204,29.745483,TR-34,,,,,İmrenli Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,İmrenli Caddesi,,,,Şile,,1
sxkbfd,40.92682,29.295044,TR-34,,,B3 Blok,,,,,Türkiye,tr,,,,,,,,2/5,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,Öz Vatan Sitesi,Öz Vatan Sitesi,,Yenişehir Mahallesi,,Pendik,,1
sxk591,41.404724,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Dırgaz Caddesi,,Atatürk Mahallesi,,Çatalca,Binkılıç,1
sxkbh8,40.783997,29.382935,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700.0,Kocaeli,,,Marmara Bölgesi,,,,Nenehatun Mahallesi,,Darıca,,1
sx7uz4,41.629944,28.086548,TR-39,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,39480.0,Kırklareli,,,Marmara Bölgesi,,,,,,Vize,Kıyıköy,1
sxk1wk,41.06964,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,Kemal Şencan Çiftliği,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,,,Celaliye Mahallesi,,Büyükçekmece,Ovayenice Mahallesi,1
sxm1ey,41.080627,29.701538,TR-34,,,,,Yazımanayır Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Yazıcı Sokağı,,,,Şile,,1
sxkcbe,41.108093,29.207153,TR-34,,Czestochowalı Meryem Ana Kilisesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,Seyri Caddesi,,,,Beykoz,Polonezköy Mahallesi,1
sxkbjv,40.811462,29.437866,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,İnönü,,Gebze,,1
sxk64f,41.146545,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeşilbayır Mahallesi,1
sxkbsf,40.882874,29.39392,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,Kimyacılar OSB,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,OSM Bosna Caddesi,,,,Tuzla,,1
sxk6mh,41.201477,28.701782,TR-34,,,,,Taşoluk Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,Egemen Caddesi,,Taşoluk,,Arnavutköy,,1
sx7fy5,41.283875,28.042603,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Çerkezköy,Göknar Caddesi,,Fatih Mahallesi,,Çerkezköy,,1
sxk7hw,41.3443,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Karaburun Mahallesi,,Arnavutköy,,1
sxkd06,41.146545,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270.0,İstanbul,,,Marmara Bölgesi,,Şirin Sokağı,,Yayla Mahallesi,,Sultangazi,,1
sxk6wy,41.25641,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,,,İmrahor Mahallesi,,Arnavutköy,Akpınar Mahallesi,1
sxkb69,40.833435,29.295044,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34944.0,İstanbul,,,Marmara Bölgesi,,,,Evliya Çelebi Mahallesi,,Tuzla,,1
sxkfmk,41.201477,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Sahilköy Mahallesi,1
sxk9rr,41.042175,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,Terra Portia Evleri,,,Merkez Mahallesi,,Çekmeköy,,1
sxk1yp,41.130066,28.394165,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kadıköy Mahallesi,1
sxkbcy,40.94879,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,Aydos (Aetos) Kalesi,,,,,,,,,,,34920.0,İstanbul,,,Marmara Bölgesi,,Şalgamlı Devlet Ormanı Mah.,,Mehmet Akif Mahallesi,,Sultanbeyli,,1
sxk3h8,40.959778,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,,,1
sxk3k6,41.01471,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34513.0,İstanbul,,,Marmara Bölgesi,,,,Mehmet Akif Ersoy Mahallesi,,Esenyurt,,1
sxk3vb,41.091614,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,,,Şahintepe Mahallesi,,Başakşehir,,1
sxk4z5,41.283875,28.43811,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kalfa Mahallesi,1
sxk4wr,41.2619,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Akalan Mahallesi,1
sxkcn3,40.96527,29.459839,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Ödül Sokağı,,,,Pendik,Göçbeyli Mahallesi,1
sxm1em,41.075134,29.679565,TR-34,,,,,Yazımanayır Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Yazıcı Sokağı,,,,Şile,,1
sxk4k3,41.184998,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Emir Külal Caddesi,,,,Silivri,Akören Mahallesi,1
sxm1fv,41.11908,29.657593,TR-34,,,,,Yeniköy Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Alaçam Sokağı,,,,Şile,,1
sx7gwn,41.43219,28.042603,TR-59,,,,Küçükyoncalı Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,,,1
sxk338,41.003723,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,Marmara Villaları,Marmara Vilları,,Ekinoba Mahallesi,,Büyükçekmece,,1
