GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount
sxk6nb,41.13556,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Bozcaada Caddesi,,Kayabaşı Mahallesi,,Başakşehir,,1
sxk34f,40.970764,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34528.0,İstanbul,,,Marmara Bölgesi,,,,Dereağzı Mahallesi,,Beylikdüzü,,1
sx7ghg,41.32782,27.98767,TR-59,,,,,Cumhuriyet Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59510.0,,,,Marmara Bölgesi,Kapaklı,,,Cumhuriyet Mah.,,Kapaklı,,1
sxkdf0,41.267395,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Çiftalan Mahallesi,1
sxkd07,41.15204,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270.0,İstanbul,,,Marmara Bölgesi,,Pirinççi Köy Yolu Sokak,,Yayla Mahallesi,,Sultangazi,,1
sxk19z,41.08612,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Silivri Sanayi Bölgesi,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi,1
sxk4x6,41.234436,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Subaşı Mahallesi,1
sxk389,41.05316,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,Tepekent,Kuşkonmaz Sokağı,,Türkoba Mahallesi,,Büyükçekmece,,1
sxhzu5,40.75653,29.360962,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,Kocaeli,,,Marmara Bölgesi,,,,,,,,1
sxkb64,40.83893,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Tuzla Tersaneleri,,,,,,,,,34944.0,İstanbul,,,Marmara Bölgesi,,Tersaneler Caddesi,,Evliya Çelebi Mahallesi,,Tuzla,,1
sxk65r,41.17401,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,,1
sxk4mh,41.201477,28.35022,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi,1
sxkcx5,41.064148,29.492798,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Oruçoğlu Mahallesi,1
sxhzvd,40.751038,29.42688,TR-41,,,,,Barış Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,Barış,,Gebze,,1
sxk45m,41.163025,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,,,1
sxk1zq,41.124573,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Çakıl Mahallesi,1
sxkdmk,41.201477,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,Rumelikavağı Mahallesi,,Sarıyer,,1
sxkcg6,41.1026,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799.0,İstanbul,,,Marmara Bölgesi,,,,,,Çekmeköy,Sırapınar Mahallesi,1
sxk9xd,41.058655,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830.0,İstanbul,,,Marmara Bölgesi,,,,Baklacı Mahallesi,,Beykoz,,1
sxk6p0,41.13556,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Fenertepe Caddesi,,Kayabaşı Mahallesi,,Başakşehir,,1
sxk6uk,41.289368,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Baklalı Mahallesi,1
sxk7ht,41.338806,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,,,Karaburun Mahallesi,,Arnavutköy,,1
sxk3fb,41.091614,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,1
sxk1uh,41.113586,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Gazitepe Mahallesi,1
sxk6pj,41.163025,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,,1
sxkbet,40.899353,29.33899,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Şukran Sokak,,Mescit,,Tuzla,,1
sxk8ts,40.89386,29.075317,TR-34,,,,,,,,Türkiye,tr,Heybeliada Mahallesi,,,,,,,,,,,,,,,,,34973.0,İstanbul,,,Marmara Bölgesi,,,,Heybeliada,,Adalar,,1
sxk659,41.141052,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Arnavutköy,,1
sxk3ys,41.113586,28.7677,TR-34,,Emlak Konut Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,Kayaşehir,,Marmara Bölgesi,,Evliya Çelebi Caddesi,,Kayabaşı Mahallesi,,Başakşehir,,1
sxk6n2,41.13556,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34492.0,İstanbul,,,Marmara Bölgesi,,,,Şamlar Mahallesi,,Arnavutköy,Hacımaşlı Mahallesi,1
sxk8ww,40.904846,29.119263,TR-34,,,,,,,,Türkiye,tr,Heybeliada Mahallesi,,,,,,,,,,,,,,,,,34973.0,İstanbul,,,Marmara Bölgesi,,,,Heybeliada,,Adalar,,1
sxkfmh,41.201477,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Sahilköy Mahallesi,1
sxkcwm,41.075134,29.459839,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kervansaray Mahallesi,1
sxk4qw,41.212463,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İnceğiz Mahallesi,1
sxkbu9,40.921326,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Turgut Reis Caddesi,,Tepeören Mahallesi,,Tuzla,,1
sxkbtg,40.888367,29.437866,TR-41,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,Şile Caddesi,,Şekerpınar Mahallesi,,Gebze,,1
sxk9y3,41.097107,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,Çavuşbaşı Göreli Yolu Caddesi,,Acarlar Mahallesi,,Beykoz,,1
sxk9uj,41.11908,29.0094,TR-34,,,C14,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485.0,İstanbul,,,Marmara Bölgesi,Ayazağa,Hadımkoru Yolu Caddesi,,Maslak Mahallesi,,Sarıyer,,1
sxk4q6,41.19049,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Sümer Caddesi,,,,Çatalca,İnceğiz Mahallesi,1
sxkdhc,41.141052,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34457.0,İstanbul,,,Marmara Bölgesi,,Şalçıkır Caddesi,,Tarabya Mahallesi,,Sarıyer,,1
sxkbbg,40.932312,29.21814,TR-34,,,Köprüler Sitesi,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34882.0,İstanbul,,,Marmara Bölgesi,Köprüler Sitesi,Bülbül Sokağı,,Uğur Mumcu Mahallesi,,Kartal,,1
sxk6gr,41.305847,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Balaban Mahallesi,1
sxk3f2,41.091614,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,4 Mevsim İstanbul,Eskice Karaağaç Caddesi,,Karaağaç Mahallesi,,Büyükçekmece,,1
sxkbhu,40.80597,29.39392,TR-41,,,,,Ulus Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,Ulus,,Gebze,,1
sxm1by,41.124573,29.569702,TR-34,,,,,Korucu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34983.0,İstanbul,,,Marmara Bölgesi,,,,,,Şile,,1
sxkc96,41.058655,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,,,Çatalmeşe Mahallesi,,Çekmeköy,,1
sxk94z,40.99823,28.954468,TR-34,,İSPARK Yenikapı Tünel Üstü Açık Otoparkı,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34096.0,İstanbul,Yenikapı,,Marmara Bölgesi,,Mahramacı Sokağı,,Aksaray Mahallesi,,Fatih,,1
sx7cy4,41.1026,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34586.0,İstanbul,,,Marmara Bölgesi,,Çorlu Caddesi,,Değirmenköy İsmetpaşa Mahallesi,,Silivri,,1
sxk3st,41.075134,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,Banu Evleri Bahçeşehir,Tekiner Caddesi,,Bahçeşehir 2. Kısım Mahallesi,,Başakşehir,,1
sxk4ec,41.228943,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Bekirli Mahallesi,1
sxk6yt,41.29486,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,İmrahor Mahallesi,,Arnavutköy,,1
sxk3tt,41.075134,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510.0,İstanbul,,,Marmara Bölgesi,,,,Şahintepe Mahallesi,,Başakşehir,,1
sx7fu9,41.27289,27.976685,TR-59,,,,,Kızılpınar Gültepe Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59530.0,,,,Marmara Bölgesi,,Osmanlı Caddesi,,Kızılpınar Gültepe,,Çerkezköy,,1
sxk3uj,41.11908,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34492.0,İstanbul,,,Marmara Bölgesi,,,,Deliklikaya Mahallesi,,Arnavutköy,,1
sxm438,41.179504,29.602661,TR-34,,,,,Hacı Kasım Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980.0,İstanbul,,,Marmara Bölgesi,,,,Hacıkasım,,Şile,,1
sxk49e,41.23993,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Küçük Sinekli Mahallesi,1
sxk3t1,41.05316,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,,,Yeşilkent Mahallesi,,Avcılar,,1
sxk19x,41.08612,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Silivri Sanayi Bölgesi,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Caddesi,,Mimar Sinan Mahallesi,,Silivri,Alipaşa Mahallesi,1
sxk6wj,41.250916,28.745728,TR-34,,Free Parking,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,Terminal Caddesi,,İmrahor Mahallesi,,Arnavutköy,,1
sxkbtx,40.91034,29.42688,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Kılıç Ali Reis Bulvarı,,Tepeören Mahallesi,,Tuzla,,1
sxk48y,41.25641,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi,1
sxk9wx,41.08612,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34805.0,İstanbul,,,Marmara Bölgesi,,,,Fatih Mahallesi,,Beykoz,,1
sxkbsg,40.888367,29.39392,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,İAYOSB,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,,,Orta Mahallesi,,Tuzla,,1
sxk9yw,41.124573,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,,,Gümüşsuyu Mahallesi,,Beykoz,,1
sxk5wd,41.410217,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Ormanlı Mahallesi,1
sxk4z1,41.27289,28.43811,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kalfa Mahallesi,1
sxk3sz,41.08612,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,,G-3013 Sokak,,Bahçeşehir 1. Kısım Mahallesi,,Başakşehir,,1
sxkbhw,40.816956,29.382935,TR-41,,,,,Cumhuriyet Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41.0,Kocaeli,,,Marmara Bölgesi,,,,Cumhuriyet,,Gebze,,1
sxk3bg,41.108093,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,,1
sxk3u7,41.108093,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,,Dikmen Sokak,,Deliklikaya Mahallesi,,Arnavutköy,,1
sxm1y3,41.097107,29.811401,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,İhsanoğlu,,34990.0,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Soğullu Mahallesi,1
sxkb3f,40.83893,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Tuzla Tersaneleri,,,,Aydınlı Limanı,,,,,34944.0,İstanbul,,,Marmara Bölgesi,,Tersaneler Caddesi,,Evliya Çelebi Mahallesi,,Tuzla,,1
sxk327,41.020203,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Bahçelievler Mahallesi,,Büyükçekmece,,1
sxk9nb,40.959778,29.130249,TR-34,,Marmara Universitesi Basibuyuk Kampusu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854.0,İstanbul,,,Marmara Bölgesi,,Asude Sokağı,,Başıbüyük Mahallesi,,Maltepe,,1
sxkd0k,41.15753,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,Pirinççi Mahallesi,,Eyüpsultan,,1
sxk3vg,41.108093,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,,,Kayabaşı Mahallesi,,Başakşehir,,1
sxk5nu,41.333313,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Çiftlikköy-Başak Yolu,,,,Çatalca,Çiftlikköy Merkez Mahallesi,1
sxk546,41.322327,28.22937,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,Sayalar,,,,,Silivri,Sayalar Mahallesi,1
sxk434,41.19049,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Sinekli Yolu,,,,Silivri,Büyük Kılıçlı Mahallesi,1
sxk3yh,41.113586,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,Panayır Sokağı,,Kayabaşı Mahallesi,,Başakşehir,,1
sx7uwf,41.586,28.075562,TR-39,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,39480.0,Kırklareli,,,Marmara Bölgesi,,Saray - Kıyıköy yolu,,,,Vize,Kıyıköy,1
sxkdw6,41.234436,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,,,Sarıyer,Rumelifeneri Mahallesi,1
sxkc11,40.96527,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,Cansu Sokak,,,,,,,,,,,,34885.0,İstanbul,,,Marmara Bölgesi,,Malkoçoğlu Caddesi,,Akpınar Mahallesi,,Sancaktepe,,1
sxk6vf,41.27838,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Radar Yolu,,Tayakadın Mahallesi,,Arnavutköy,Yeniköy Mahallesi,1
sxkdeg,41.23993,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Yaprak Sokak,,Gümüşdere Mahallesi,,Sarıyer,,1
sxk33s,41.025696,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,,,Ulus Mahallesi,,Büyükçekmece,,1
sxk6ve,41.283875,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,1. Terminal Hava Tarafı Servis Yolu,,Tayakadın Mahallesi,,Arnavutköy,Yeniköy Mahallesi,1
sxk9ug,41.108093,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34467.0,İstanbul,,,Marmara Bölgesi,,,,Reşitpaşa Mahallesi,,Sarıyer,,1
sxkdnd,41.146545,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820.0,İstanbul,,,Marmara Bölgesi,,,,Elmalı Mahallesi,,Beykoz,,1
sxkccw,41.124573,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869.0,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Cumhuriyet Mahallesi,1
sxkd4z,41.17401,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473.0,İstanbul,,,Marmara Bölgesi,,,,Bahçeköy Kemer Mahallesi,,Sarıyer,,1
sxkdmv,41.20697,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,,,Sarıyer,Garipçe Mahallesi,1
sxk46f,41.19049,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,Bey Solucan Solucan Gübresi,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kurfallı Mahallesi,1
sxkb9w,40.904846,29.251099,TR-34,,,TOKİ D BLOK,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34896.0,İstanbul,,,Marmara Bölgesi,,Sahaflar Sokak,,Velibaba Mahallesi,,Pendik,,1
sxk1sx,41.08612,28.328247,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34596.0,İstanbul,Kavaklı,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,,1
sxkcee,41.064148,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799.0,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Çekmeköy,Koçullu Mahallesi,1
sxkb4z,40.82245,29.30603,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Güzide Sokak,,Postane,,Tuzla,,1
sxk8wx,40.91034,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34843.0,İstanbul,Süreyyaplajı,,Marmara Bölgesi,,,,Feyzullah Mahallesi,,Maltepe,,1
sxk6n9,41.141052,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Hacımaşlı Mahallesi,1
sxk6wz,41.2619,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Akpınar Mahallesi,1
sxk6tt,41.250916,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,,,Tayakadın Mahallesi,,Arnavutköy,,1
sxk670,41.179504,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,,1
sxk44s,41.15753,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,1
sxk9z2,41.091614,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830.0,İstanbul,,,Marmara Bölgesi,,,,Çiftlik Mahallesi,,Beykoz,,1
sxk6m7,41.195984,28.712769,TR-34,,,,,Taşoluk Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Taşoluk,,Arnavutköy,,1
sxk5r6,41.366272,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Hisarbeyli Mahallesi,1
sxkb4v,40.811462,29.30603,TR-34,,GİSBİR Camii,,,Cami Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Şehitler Caddesi,,Cami,,Tuzla,,1
sxk1zt,41.11908,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,Çakıl Mahallesi,1
sxkf7v,41.20697,29.349976,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Karakiraz Mahallesi,1
sxk5gb,41.443176,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34560.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Yalıköy Mahallesi,1
sxk4q2,41.179504,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İnceğiz Mahallesi,1
sxk5pe,41.32782,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Hisarbeyli Mahallesi,1
sxk6uw,41.300354,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeniköy Mahallesi,1
sxk3m8,41.003723,28.723755,TR-34,,,,,,,,Türkiye,tr,Üniversite Mahallesi,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,,,Firuzköy Mahallesi,,Avcılar,,1
sxk3e9,41.05316,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522.0,İstanbul,,,Marmara Bölgesi,,,,Osmangazi Mahallesi,,Esenyurt,,1
sxk4w0,41.22345,28.394165,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kabakça Mahallesi,1
sxk596,41.410217,28.185425,TR-34,,Termo,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,Atatürk Mahallesi,,Çatalca,Binkılıç,1
sxk564,41.366272,28.218384,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,Çatalca,Yaylacık Mahallesi,1
sxk3u4,41.1026,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,,,,Deliklikaya Mahallesi,,Arnavutköy,,1
sxkb62,40.82794,29.284058,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Çınarlı Sokak,,Postane,,Tuzla,,1
sxk6zt,41.29486,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,,,1
sxk44h,41.15753,28.218384,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,1
