GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount,label,centroid_lat,centroid_lon
sx7cwd,41.058655,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Buğdaylı Sokak,,Gümüşyaka Mahallesi,,Silivri,,28270,3,41.13532592121212,28.101396066666666
sxk6mt,41.20697,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Mareşal Fevzi Çakmak Mahallesi,,Arnavutköy,,28453,5,41.07883557857143,28.785801545238094
sxk393,41.05316,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,Hürriyet Mahallesi,,Büyükçekmece,,28428,0,41.098710162679424,28.528366459330144
sx7cwv,41.075134,28.075562,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,,,Marmara Bölgesi,,,,Çanta Balaban Mahallesi,,Silivri,,28322,3,41.13532592121212,28.101396066666666
sxk3xt,41.075134,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490.0,İstanbul,,,Marmara Bölgesi,,,,İkitelli OSB Mahallesi,,Başakşehir,,28503,5,41.07883557857143,28.785801545238094
sxk3ff,41.1026,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,28478,0,41.098710162679424,28.528366459330144
sxk40n,41.168518,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi,28448,3,41.13532592121212,28.101396066666666
sxk3s9,41.05316,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510.0,İstanbul,,,Marmara Bölgesi,,Yasemin Sokağı,,Ardıçlı Mahallesi,,Esenyurt,,28503,5,41.07883557857143,28.785801545238094
sxk9rq,41.036682,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34773.0,İstanbul,,,Marmara Bölgesi,,,,Merkez Mahallesi,,Çekmeköy,,28501,1,41.01326673253012,29.157119156626507
sxk96r,41.042175,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34050.0,İstanbul,,,Marmara Bölgesi,,Baba Haydar Camii Sokağı,,Nişancı Mahallesi,,Eyüpsultan,,28478,4,41.07751961042184,28.96092865508685
sxk9ds,41.06964,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34050.0,İstanbul,,,Marmara Bölgesi,,,,Sakarya Mahallesi,,Eyüpsultan,,28494,4,41.07751961042184,28.96092865508685
sxk3qc,41.009216,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34290.0,İstanbul,,,Marmara Bölgesi,,Dr. Sadık Ahmet Caddesi,,Kanarya Mahallesi,,Küçükçekmece,,28467,5,41.07883557857143,28.785801545238094
sx7chk,40.98175,27.965698,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,Kamaradere Mahallesi,,Marmaraereğlisi,,28387,3,41.13532592121212,28.101396066666666
sxkc3h,41.025696,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34788.0,İstanbul,,,Marmara Bölgesi,,Burcu Sokağı,,Cumhuriyet Mahallesi,,Çekmeköy,,28487,1,41.01326673253012,29.157119156626507
sxk990,41.04767,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34230.0,İstanbul,Atışalanı,,Marmara Bölgesi,,Avrupa Otoyolu,,Birlik Mahallesi,,Esenler,,28506,4,41.07751961042184,28.96092865508685
sxk3wf,41.058655,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,,,,Atakent Mahallesi,,Küçükçekmece,,28255,5,41.07883557857143,28.785801545238094
sx7cmw,41.036682,28.02063,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Çal Sokak,,Gümüşyaka Mahallesi,,Silivri,,28423,3,41.13532592121212,28.101396066666666
sx7cw3,41.05316,28.053589,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Kirişhane Caddesi,,Gümüşyaka Mahallesi,,Silivri,,28409,3,41.13532592121212,28.101396066666666
sxkd2g,41.195984,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,D020,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28486,5,41.07883557857143,28.785801545238094
sxkd7z,41.217957,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,Uskumruköy Mahallesi,,Sarıyer,,28348,4,41.07751961042184,28.96092865508685
sxk1bd,41.1026,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Semizkumlar Mahallesi,,Silivri,Alipaşa Mahallesi,28402,3,41.13532592121212,28.101396066666666
sxk3xu,41.06964,28.822632,TR-34,,,,,,,İSTOÇ,Türkiye,tr,,,,,,,,,,,,,,,,,,34218.0,İstanbul,,,Marmara Bölgesi,,2444. Sokak,,Mahmutbey Mahallesi,,Bağcılar,,28403,5,41.07883557857143,28.785801545238094
sxk9v1,41.097107,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34470.0,İstanbul,,,Marmara Bölgesi,,,,Baltalimanı Mahallesi,,Sarıyer,,28277,4,41.07751961042184,28.96092865508685
sxk9qf,41.01471,29.130249,TR-34,,,27,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34774.0,İstanbul,,,Marmara Bölgesi,,Türkgücü Sokağı,,Çakmak Mahallesi,,Ümraniye,,28470,1,41.01326673253012,29.157119156626507
sx7fmj,41.20697,27.998657,TR-34,,,,,Kızılpınar Atatürk Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Çorlu,,,,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Büyük Çavuşlu Mahallesi,28463,3,41.13532592121212,28.101396066666666
sxk9tt,41.075134,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34810.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle Mahallesi,,Beykoz,,28388,1,41.01326673253012,29.157119156626507
sxk9ej,41.075134,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34406.0,İstanbul,,,Marmara Bölgesi,,,,Nurtepe Mahallesi,,Kâğıthane,,28486,4,41.07751961042184,28.96092865508685
sxk9s1,41.05316,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,Yıldız Teknik Üniversitesi,,,,,,,,,,,,34347.0,İstanbul,,,Marmara Bölgesi,,Balmumcu Kavşağı,,Yıldız Mahallesi,,Beşiktaş,,28490,4,41.07751961042184,28.96092865508685
sx7fw8,41.22345,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Büyük Çavuşlu Mahallesi,28403,3,41.13532592121212,28.101396066666666
