GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount,label,centroid_lat,centroid_lon
sxk3wd,41.058655,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,,,,Atakent Mahallesi,,Küçükçekmece,,28366,5,41.07883557857143,28.785801545238094
sxkbgn,40.94879,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Kurna Mahallesi,28493,2,40.89860279512195,29.325698585365853
sxk8yd,40.92682,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34844.0,İstanbul,,,Marmara Bölgesi,,Maltepe Kültür ve Spor Parkı,,Yalı Mahallesi,,Maltepe,,28027,1,41.01326673253012,29.157119156626507
sxkbg0,40.915833,29.317017,TR-34,,,,,,,Teknopark,Türkiye,tr,,,,,,,,,,,,,,,,,,34906.0,İstanbul,,,Marmara Bölgesi,,Teknopark,,Sanayi Mahallesi,,Pendik,,28498,2,40.89860279512195,29.325698585365853
sxk9b3,41.097107,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Mahmutbey Caddesi,,Başak Mahallesi,,Başakşehir,,28433,5,41.07883557857143,28.785801545238094
sxkc28,41.003723,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,Sarıgazi,,Marmara Bölgesi,,Çağlar Sokağı,,Sarıgazi Mahallesi,,Sancaktepe,,28274,1,41.01326673253012,29.157119156626507
sxk9mf,41.01471,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34697.0,İstanbul,,,Marmara Bölgesi,,Adak Sokağı,,Cumhuriyet Mahallesi,,Üsküdar,,28371,1,41.01326673253012,29.157119156626507
sxkc1f,40.970764,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34920.0,İstanbul,,,Marmara Bölgesi,,Bosna Bulvarı,,Abdurrahmangazi Mahallesi,,Sultanbeyli,,28510,2,40.89860279512195,29.325698585365853
sxk60m,41.163025,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,İzzettin Mahallesi,28461,0,41.098710162679424,28.528366459330144
sxk3m0,41.003723,28.701782,TR-34,,,,,,,,Türkiye,tr,Üniversite Mahallesi,,,,,,,,,,,,,,,,,34310.0,İstanbul,,,Marmara Bölgesi,,Cami Sokağı,,Mustafa Kemalpaşa Mahallesi,,Avcılar,,28494,5,41.07883557857143,28.785801545238094
sxk9ef,41.058655,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34363.0,İstanbul,,,Marmara Bölgesi,,,,Fulya Mahallesi,,Şişli,,28426,4,41.07751961042184,28.96092865508685
sxk6sg,41.23993,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,,,Tayakadın Mahallesi,,Arnavutköy,,28417,5,41.07883557857143,28.785801545238094
sxk8xg,40.888367,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34865.0,İstanbul,Dragos,,Marmara Bölgesi,,,,Orhantepe Mahallesi,,Kartal,,28412,1,41.01326673253012,29.157119156626507
sxk1v3,41.097107,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Ortaköy Mahallesi,28450,0,41.098710162679424,28.528366459330144
sxk4pv,41.163025,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,İzzettin Mahallesi,28404,0,41.098710162679424,28.528366459330144
sxkb8s,40.89386,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34873.0,İstanbul,,,Marmara Bölgesi,,Sanayi Caddesi,,Çavuşoğlu Mahallesi,,Kartal,,28465,2,40.89860279512195,29.325698585365853
sxk6q1,41.184998,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Anadolu Mahallesi,,Arnavutköy,,28444,5,41.07883557857143,28.785801545238094
sxkbsc,40.87738,29.39392,TR-34,,,BOSB Bankalar Şubesi-2,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,2,Birlik OSB,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,1 Nolu Cadde,,Tepeören Mahallesi,,Tuzla,,28491,2,40.89860279512195,29.325698585365853
sxk9ms,41.025696,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34692.0,İstanbul,,,Marmara Bölgesi,,Reşat Bey Sokağı,,Kısıklı Mahallesi,,Üsküdar,,28477,1,41.01326673253012,29.157119156626507
sxk9r1,41.009216,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34779.0,İstanbul,,,Marmara Bölgesi,,,,Altınşehir Mahallesi,,Ümraniye,,28432,1,41.01326673253012,29.157119156626507
sxk3p3,40.96527,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34153.0,İstanbul,Florya,,Marmara Bölgesi,,Kırserdar Sokağı,,Şenlikköy Mahallesi,,Bakırköy,,28392,5,41.07883557857143,28.785801545238094
sxk6st,41.250916,28.67981,TR-34,,,Tayakadın Gişeleri,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Tayakadın 1 Kavşağı,,Tayakadın Mahallesi,,Arnavutköy,,28302,5,41.07883557857143,28.785801545238094
sxk6m9,41.184998,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,Arnavutköy kiptaş konutları,,,Mustafa Kemal Paşa Mahallesi,,Arnavutköy,,28476,5,41.07883557857143,28.785801545238094
sxk96b,41.003723,28.954468,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34130.0,İstanbul,,,Marmara Bölgesi,,Şehit Vefa Karakurdu Alt Geçidi,,Katip Kasım Mahallesi,,Fatih,,28464,4,41.07751961042184,28.96092865508685
sxk3r0,41.003723,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34295.0,İstanbul,,,Marmara Bölgesi,,Çakmak Sokağı,,Fevzi Çakmak Mahallesi,,Küçükçekmece,,28459,5,41.07883557857143,28.785801545238094
sxk9m4,41.01471,29.053345,TR-34,,Petunya,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,Çamlıca Konakları,Rauf Paşa Hanı Sokağı,,Acıbadem Mahallesi,,Üsküdar,,28493,1,41.01326673253012,29.157119156626507
sxk19q,41.080627,28.185425,TR-34,,,,,,,,Türkiye,tr,,,,,,Altınorak Mahallesi,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,D100,,Semizkumlar Mahallesi,,Silivri,,28420,3,41.13532592121212,28.101396066666666
sxk6xc,41.228943,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi,28479,5,41.07883557857143,28.785801545238094
sxk93j,41.03119,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34165.0,İstanbul,Üçyüzlü,,Marmara Bölgesi,,Katmerci Sokağı,,Gençosman Mahallesi,,Güngören,,28471,4,41.07751961042184,28.96092865508685
sx7fqk,41.201477,28.053589,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Büyük Çavuşlu Mahallesi,28436,3,41.13532592121212,28.101396066666666
sxk9rt,41.03119,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34773.0,İstanbul,,,Marmara Bölgesi,,Gazi Sokağı,,Huzur Mahallesi,,Ümraniye,,28496,1,41.01326673253012,29.157119156626507
sxk66x,41.217957,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Arnavutköy,Yassıören Mahallesi,28441,0,41.098710162679424,28.528366459330144
sxk9jz,40.99823,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34704.0,İstanbul,,,Marmara Bölgesi,,İlkbahar Sokağı,,Esatpaşa Mahallesi,,Ataşehir,,28470,1,41.01326673253012,29.157119156626507
sxkc17,40.976257,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887.0,İstanbul,,,Marmara Bölgesi,,,,Osmangazi Mahallesi,,Sancaktepe,,28509,1,41.01326673253012,29.157119156626507
sxkbfu,40.937805,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,4033 Ada Göçmen Konutları,4033 Ada Göçmen Konutları,,Yenişehir Mahallesi,,Pendik,,28468,2,40.89860279512195,29.325698585365853
sxkf42,41.13556,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869.0,İstanbul,,,Marmara Bölgesi,,Ayazma Caddesi,,,,Beykoz,İshaklı Mahallesi,28490,1,41.01326673253012,29.157119156626507
sx7fmn,41.212463,27.998657,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Çorlu,,,,,,,Marmara Bölgesi,,,,,,,Seymen Mahallesi,28421,3,41.13532592121212,28.101396066666666
sxk9q7,41.020203,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,Seyfi Demirsoy Caddesi,,Atakent Mahallesi,,Ümraniye,,28484,1,41.01326673253012,29.157119156626507
sxk922,41.003723,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34188.0,İstanbul,,,Marmara Bölgesi,,Murat Sokağı,,Şirinevler Mahallesi,,Bahçelievler,,28492,5,41.07883557857143,28.785801545238094
sxk3re,41.020203,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197.0,İstanbul,,,Marmara Bölgesi,,Cemal Ulusoy Caddesi,,Yenibosna Merkez Mahallesi,,Bahçelievler,,28507,5,41.07883557857143,28.785801545238094
sxk930,41.003723,28.877563,TR-34,,Bahçelievler Anadolu Lisesi,,,Bahçelievler Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34180.0,İstanbul,Çalışlar,,Marmara Bölgesi,,Bozkır Sokağı,,,,Bahçelievler,,28471,4,41.07751961042184,28.96092865508685
sxkbj4,40.794983,29.404907,TR-41,,,,,Köşklü Çeşme Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,Köşklü Çeşme,,Gebze,,28443,2,40.89860279512195,29.325698585365853
sxk9bm,41.11908,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Arnavutköy Habipler Yolu,,Başak Mahallesi,,Başakşehir,,28483,5,41.07883557857143,28.785801545238094
sxk3ww,41.080627,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490.0,İstanbul,,,Marmara Bölgesi,,,,Ziya Gökalp Mahallesi,,Başakşehir,,28428,5,41.07883557857143,28.785801545238094
sxk3xx,41.08612,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Reşat Nuri Güntekin Caddesi,,Başak Mahallesi,,Başakşehir,,28496,5,41.07883557857143,28.785801545238094
sxkdeb,41.22345,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Taş Ocağı Sokağı,,Uskumruköy Mahallesi,,Sarıyer,,28492,4,41.07751961042184,28.96092865508685
sxk93m,41.03119,28.88855,TR-34,,Yıldız Teknik Üniversitesi Davutpaşa Yerleşkesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34173.0,İstanbul,Cömertkent,,Marmara Bölgesi,,Eski Londra Asfaltı Caddesi,,Tozkoparan Mahallesi,,Güngören,,28461,4,41.07751961042184,28.96092865508685
sxk9n6,40.970764,29.108276,TR-34,,,Gd Académia D'Esports,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34752.0,İstanbul,Yeniyol,,Marmara Bölgesi,,Mezarlık Sokağı,,İçerenköy Mahallesi,,Ataşehir,,28486,1,41.01326673253012,29.157119156626507
sxk408,41.13556,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,Ovalı Çiftliği,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Yolçatı Mahallesi,28469,3,41.13532592121212,28.101396066666666
sxk9kg,41.020203,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,Aydın Demir Park,,,,,,,34662.0,İstanbul,,,Marmara Bölgesi,,Ismailpaşa Sokağı,,Altunizade Mahallesi,,Üsküdar,,28488,4,41.07751961042184,28.96092865508685
sxk3g3,41.097107,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,28360,0,41.098710162679424,28.528366459330144
sxk9yz,41.130066,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820.0,İstanbul,,,Marmara Bölgesi,,,,Merkez Mahallesi,,Beykoz,,28006,1,41.01326673253012,29.157119156626507
sxk9p0,40.959778,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Turkcell Baz İstasyonu,,,,,34854.0,İstanbul,,,Marmara Bölgesi,,Kayışdağı Dudullu Yolu,,Başıbüyük Mahallesi,,Maltepe,,28444,1,41.01326673253012,29.157119156626507
sxk1gh,41.113586,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,Arıkanlı Çiftliği,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,Bekir Sıtkı Say Caddesi,,,,Silivri,Alipaşa Mahallesi,28483,3,41.13532592121212,28.101396066666666
sxk9ju,40.98175,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34734.0,İstanbul,,,Marmara Bölgesi,,Kireçhane Sokağı,Haver Hanım Zeytinyağları,Sahrayıcedit Mahallesi,,Kadıköy,,28488,1,41.01326673253012,29.157119156626507
sxk98c,41.05316,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34230.0,İstanbul,Atışalanı,,Marmara Bölgesi,,Avrupa Otoyolu,,Birlik Mahallesi,,Esenler,,28510,5,41.07883557857143,28.785801545238094
sxk3ns,40.98175,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34290.0,İstanbul,,,Marmara Bölgesi,,,,Fatih Mahallesi,,Küçükçekmece,,28490,5,41.07883557857143,28.785801545238094
sxk9j6,40.970764,29.064331,TR-34,,Arcan Eczanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34728.0,İstanbul,,,Marmara Bölgesi,,Reşit Belgesay Sokağı,,Caddebostan Mahallesi,,Kadıköy,,28180,1,41.01326673253012,29.157119156626507
sxkc54,40.970764,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Uyak Sokağı,,,,Pendik,Kurna Mahallesi,28379,2,40.89860279512195,29.325698585365853
sxk8zh,40.937805,29.141235,TR-34,,Oba Konya Mutfağı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34852.0,İstanbul,,,Marmara Bölgesi,,Nazmi İlker Sokağı,,Zümrütevler Mahallesi,,Maltepe,,28508,1,41.01326673253012,29.157119156626507
sxk9nn,40.992737,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34746.0,İstanbul,,,Marmara Bölgesi,,Göktaş Sokağı,,Barbaros Mahallesi,,Ataşehir,,28382,1,41.01326673253012,29.157119156626507
sxkd1s,41.15753,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,,28485,4,41.07751961042184,28.96092865508685
sxkbj3,40.78949,29.415894,TR-41,,,,,Osman Yılmaz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,İstanbul Caddesi,Çelebi Mühendislik,Osman Yılmaz,,Gebze,,28501,2,40.89860279512195,29.325698585365853
sxk3z4,41.1026,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,Başakşehir 1.Etap Konutları,Efe Sokağı,,Başakşehir Mahallesi,,Başakşehir,,28396,5,41.07883557857143,28.785801545238094
sxk6ms,41.201477,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Mareşal Fevzi Çakmak Mahallesi,,Arnavutköy,,28438,5,41.07883557857143,28.785801545238094
sxkbs6,40.882874,29.371948,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,İstanbul Deri Organize Sanayi Bölgesi,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,OSB 7. Yol Sokağı,,Orhanlı,,Tuzla,,28487,2,40.89860279512195,29.325698585365853
sxk3ev,41.075134,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34538.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Orhan Gazi Mahallesi,,Esenyurt,,28489,0,41.098710162679424,28.528366459330144
sxkbbt,40.9433,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34858.0,İstanbul,,,Marmara Bölgesi,,General Nurettin Baransel Kışlası,,Büyükbakkalköy Mahallesi,,Maltepe,,28452,1,41.01326673253012,29.157119156626507
sxkb6n,40.8609,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903.0,İstanbul,,,Marmara Bölgesi,,Liman Caddesi,,Güzelyalı Mahallesi,,Pendik,,28490,2,40.89860279512195,29.325698585365853
sxkd1k,41.15753,28.88855,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,Kirazlı Kemer 3 Sokak,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28350,4,41.07751961042184,28.96092865508685
sxkd2s,41.201477,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,Pirinççi Mahallesi,,Eyüpsultan,Işıklar Mahallesi,28483,5,41.07883557857143,28.785801545238094
sx7ckg,41.020203,27.98767,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,,,Marmaraereğlisi,Sultanköy Mahallesi,28383,3,41.13532592121212,28.101396066666666
sxkbhd,40.794983,29.382935,TR-41,,,,,Beylikbağı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41.0,Kocaeli,,,Marmara Bölgesi,,,,Beylikbağı,,Gebze,,28483,2,40.89860279512195,29.325698585365853
sxk6qe,41.195984,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34287.0,İstanbul,,,Marmara Bölgesi,,,,Bolluca Mahallesi,,Arnavutköy,,28240,5,41.07883557857143,28.785801545238094
sxk9n2,40.959778,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34744.0,İstanbul,,,Marmara Bölgesi,,,,Bostancı Mahallesi,,Kadıköy,,28506,1,41.01326673253012,29.157119156626507
sxk3q9,41.009216,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34290.0,İstanbul,,,Marmara Bölgesi,,,,Kanarya Mahallesi,,Küçükçekmece,,28296,5,41.07883557857143,28.785801545238094
sxk97n,41.036682,28.965454,TR-34,,,,,Küçük Piyale Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34400.0,İstanbul,,,Marmara Bölgesi,,Nalıncı Bayırı Sokağı,,Küçük Piyale,,Beyoğlu,,28494,4,41.07751961042184,28.96092865508685
sxk92n,41.036682,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212.0,İstanbul,,,Marmara Bölgesi,,Anafartalar Caddesi,,Güneşli Mahallesi,,Bağcılar,,28483,5,41.07883557857143,28.785801545238094
sxkdt8,41.22345,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Sarıyer,Rumelifeneri Mahallesi,28494,4,41.07751961042184,28.96092865508685
sxkc0b,40.959778,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885.0,İstanbul,Ortadağ,,Marmara Bölgesi,,,,Fatih Mahallesi,,Sancaktepe,,28501,1,41.01326673253012,29.157119156626507
sxk3qr,41.042175,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303.0,İstanbul,,,Marmara Bölgesi,,,,Yarımburgaz Mahallesi,,Küçükçekmece,,28459,5,41.07883557857143,28.785801545238094
sxk3g1,41.097107,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Yiğittürk Caddesi,,Karaağaç Mahallesi,,Büyükçekmece,,28429,0,41.098710162679424,28.528366459330144
sxk18r,41.08612,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,Kınalı,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Semizkumlar Mahallesi,,Silivri,,28375,3,41.13532592121212,28.101396066666666
sxk1tu,41.06964,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Selimpaşa Mahallesi,,Silivri,Ortaköy Mahallesi,28472,0,41.098710162679424,28.528366459330144
sxkd2c,41.184998,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,Pirinççi Köyü Yol Sokak,,Pirinççi Mahallesi,,Eyüpsultan,,28484,5,41.07883557857143,28.785801545238094
sxkbgc,40.921326,29.349976,TR-34,,,,,Fatih Mahallesi,,,Türkiye,tr,,,,,,Kurtköy Servis Alanı,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Katip Çelebi Caddesi,,Fatih,,Tuzla,,28507,2,40.89860279512195,29.325698585365853
sxk9vg,41.108093,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,Barbaros Caddesi,,Çiğdem Mahallesi,,Beykoz,,28280,1,41.01326673253012,29.157119156626507
sxk9bp,41.130066,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270.0,İstanbul,,,Marmara Bölgesi,,,,Eski Habipler Mahallesi,,Sultangazi,,28473,5,41.07883557857143,28.785801545238094
sxkc0r,40.99823,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,,,Emek Mahallesi,,Sancaktepe,,28252,1,41.01326673253012,29.157119156626507
sxkb6p,40.866394,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,Tersane Köprüsü-2,,,,,,,,,,,,34899.0,İstanbul,,,Marmara Bölgesi,,D100,,Çamçeşme Mahallesi,,Pendik,,28508,2,40.89860279512195,29.325698585365853
sxkcfq,41.124573,29.284058,TR-34,,piknikyeri.com,,,,,,Türkiye,tr,,,,,,,,7,,,,,,,,,,34799.0,İstanbul,,,Marmara Bölgesi,,34-06,,,,Çekmeköy,Hüseyinli Mahallesi,28480,1,41.01326673253012,29.157119156626507
sxk970,41.003723,28.965454,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126.0,İstanbul,,,Marmara Bölgesi,,Çakmaktaşı Sokağı,,Şehsuvar Bey Mahallesi,,Fatih,,28425,4,41.07751961042184,28.96092865508685
sxkbm7,40.84442,29.415894,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,,,Akse Mahallesi,,Çayırova,,28472,2,40.89860279512195,29.325698585365853
sxk9y0,41.091614,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34805.0,İstanbul,Plazalar,,Marmara Bölgesi,,,,Rüzgarlıbahçe Mahallesi,,Beykoz,,28493,1,41.01326673253012,29.157119156626507
sxk3xh,41.06964,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490.0,İstanbul,,,Marmara Bölgesi,,,,Ziya Gökalp Mahallesi,,Başakşehir,,28478,5,41.07883557857143,28.785801545238094
sxk1ch,41.113586,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Alipaşa Mahallesi,28389,3,41.13532592121212,28.101396066666666
sxk1dz,41.08612,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,Silivri Özel Levent Köksal Sanat Kursu,34570.0,İstanbul,,,Marmara Bölgesi,,Ak Sokak,,Yeni Mahalle,,Silivri,,28144,3,41.13532592121212,28.101396066666666
sxkb8m,40.899353,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870.0,İstanbul,,,Marmara Bölgesi,,Sarı Sokağı,,Karlıktepe Mahallesi,,Kartal,,28338,1,41.01326673253012,29.157119156626507
sxk1ek,41.06964,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Silivri,,28459,3,41.13532592121212,28.101396066666666
sxk3zw,41.124573,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,,,Başak Mahallesi,,Başakşehir,,28493,5,41.07883557857143,28.785801545238094
