Name,LATITUDE,LONGITUDE,road,town,county,province,region,postcode,suburb
MEYDAN TAKSİ,40.9856172,28.7245354,D100,Avcılar,Üniversite Mahallesi,İstanbul,Marmara Bölgesi,34320,
KARADENİZ TAKSİ,40.9853615,29.0593703010001,Karaman Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34732,Merdivenköy Mahallesi
STAR TAKSİ,40.9772661,29.0741841010001,Turkuaz Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34738,Erenköy Mahallesi
OYAK SİTESİ GÜL TAKSİ,41.1088455010001,28.9966259010001,Huzur Okulları Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Huzur Mahallesi
SİTE TAKSİ,41.089348,29.0222913010001,Yıldırım Oğuz Göker Sokak,Beşiktaş,,İstanbul,Marmara Bölgesi,34335,Akat Mahallesi
TAKSİM İLK YARDIM HASTANE TAKSİ,41.0321245,28.983375301,Bakraç Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34433,Cihangir
EVORA PARK SİTE TAKSİ,40.8590304,29.3005623010001,Prof. Dr. Necmettin Erbakan Caddesi,Tuzla,,İstanbul,Marmara Bölgesi,34947,Aydıntepe Mahallesi
ALTAYÇEŞME TAKSİ-2,40.9375427,29.134852601,Seri Sokağı,Maltepe,,İstanbul,Marmara Bölgesi,34843,Altayçeşme Mahallesi
DERBENT KÜLTÜR TAKSİ,41.130406801,29.025740801,,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Çamlıtepe Mahallesi
ANADOLU MERKEZ DAYANIŞMA TAKSİ,40.9694624,29.111460101,Birleşik Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34752,İçerenköy Mahallesi
ŞEN TAKSİ-2,40.966870601,29.0991667010001,Şehit Fatih Devravut Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34742,Kozyatağı Mahallesi
SARAY TAKSİ,40.910204,29.1636910010001,Keban Sokağı,Kartal,,İstanbul,Marmara Bölgesi,34846,Orhantepe Mahallesi
YENİ LEVENT MERCAN TAKSİ,41.0899084,29.0099961010001,Ladin Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Konaklar Mahallesi
QUEEN BOMONTİ,41.0574013,28.9754775,İncirli Dede Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34380,
MALL OF İSTANBUL TAKSİ,41.0643094,28.8068309010001,O3 Güney Yanyolu,Başakşehir,,İstanbul,Marmara Bölgesi,34490,Ziya Gökalp Mahallesi
ÇEMBERLİTAŞ MEYDAN,41.0095121270001,28.9708620530001,Vezirhanı Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34120,Molla Fenari Mahallesi
BEYAZIT MEYDAN TAKSİ,41.009012737,28.965869739,Yeniçeriler Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34130,Mimar Kemalettin Mahallesi
YUNUS EMRE TAKSİ,41.0112618860001,29.09073003,,Ümraniye,,İstanbul,Marmara Bölgesi,34762,Esenevler Mahallesi
DRAGOS TAKSİ,40.9122,29.138,Timurhan Sokak,Maltepe,,İstanbul,Marmara Bölgesi,34844,Yalı Mahallesi
KOZDERE TAKSİ,41.156547538,29.026962617,Akbuğday Çıkmazı Sokağı,Sarıyer,,İstanbul,Marmara Bölgesi,34453,Kazım Karabekir Paşa Mahallesi
İSTANBUL DERİ ORGANİZE SANAYİİ TAKSİ,40.887456754,29.3637389240001,OSB 9. Yol Sk.,Tuzla,,İstanbul,Marmara Bölgesi,34956,Orhanlı
İSPARK - ZEYTİNBURNU 58. BULVAR DEPO DURAĞI,40.988634801,28.9039132,58. Bulvar Caddesi,Zeytinburnu,,İstanbul,Marmara Bölgesi,34020,Yenidoğan Mahallesi
ERESİN OTEL TAKSİ,41.019370092,28.9254189760001,Paşa Odaları Sokağı,Fatih,,İstanbul,Marmara Bölgesi,34093,Topkapı Mahallesi
MİGROS TAKSİ,41.0042157010001,28.6559333,Zafer Caddesi,Beylikdüzü,,İstanbul,Marmara Bölgesi,34520,Barış Mahallesi
İSPARK KARTAL İDO,40.887278301,29.1881111,Turgut Özal Bulvarı,Kartal,,İstanbul,Marmara Bölgesi,34860,Kordonboyu Mahallesi
AYAZAĞA GÜVEN TAKSİ DURAĞI,41.1152574010001,28.9991608010001,,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Ayazağa Mahallesi
ŞİFA TAKSİ DURAĞI,40.825760501,29.3544946,İnönü Caddesi,Tuzla,,İstanbul,Marmara Bölgesi,34950,Şifa
KUBİLAY TAKSİ,41.0830096650001,29.002661016,İsmet İnönü Cd.,Kâğıthane,,İstanbul,Marmara Bölgesi,34413,Çeliktepe Mahallesi
İNCİRALTI TAKSİ,40.9924349,28.7076093790001,Meşrutiyet Caddesi,Avcılar,,İstanbul,Marmara Bölgesi,34310,
ÇAMLICA BEREKET TAKSİ DURAĞI,41.0312259,29.0892472,Yıldırım Beyazıt Caddesi,Ümraniye,,İstanbul,Marmara Bölgesi,34764,Tantavi Mahallesi
FULYA TAKSİ,41.060962901,28.9984458,Ortaklar Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34346,Fulya Mahallesi
İSPARK MERTER METRO,41.006124201,28.8935779010001,General Ali Rıza Gürcan Caddesi,Güngören,,İstanbul,Marmara Bölgesi,34173,Abdurrahman Nafiz Gürman Mahallesi
İSPARK - BEYOĞLU SIRASELVİLER CADDESİ,41.0357217010001,28.984712299,Sıraselviler Caddesi,Beyoğlu,,İstanbul,Marmara Bölgesi,34437,Katip Mustafa Çelebi Mahallesi
ATAMERKEZ MERKEZ TAKSİ,40.988906801,28.8391086,Yüzücü Talat Yüzmen Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 7-8-9-10. Kısım Mahallesi
HURRY IN TURİZM OTEL TAKSİ,41.010951542,28.891458207,Göksel Sokağı,Güngören,,İstanbul,Marmara Bölgesi,34173,Mehmet Nesih Özmen Mahallesi
REŞADİYE CADDESİ EMİNÖNÜ İDO İSKELESİ ÖNÜ UATD,41.017659001,28.9741391,Reşadiye Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34112,Hobyar Mahallesi
GRAND HAYATT TAKSİ,41.0404525010001,28.9888746,Bomonti-Dolmabahçe Tüneli,Şişli,,İstanbul,Marmara Bölgesi,34367,Bozkurt Mahallesi
NEF TAKSİ,41.0821888450001,28.978602107,,Kâğıthane,,İstanbul,Marmara Bölgesi,34403,Çağlayan Mahallesi
SEYRANTEPE EMNİYET TAKSİ DURAĞI,41.0995,28.9934999990001,Cesur Sokağı,Kâğıthane,,İstanbul,Marmara Bölgesi,34398,Seyrantepe Mahallesi
ASTORİA  TAKSİ DURAĞI,41.0695971870001,29.005572687,2. Keskin Kalem Sokağı,Şişli,,İstanbul,Marmara Bölgesi,34394,Esentepe Mahallesi
İSPARK - ÜSKÜDAR BEYLERBEYİ METROBÜS DURAĞI YANI,41.0358388010001,29.0431699,Gümüşyolu Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34676,Beylerbeyi Mahallesi
MİDDİLİST TAKSİ DURAĞI,41.0616,28.972,,Şişli,,İstanbul,Marmara Bölgesi,34384,Kaptanpaşa Mahallesi
İdare Taksi-3,41.093641957,28.969550896,,Kâğıthane,,İstanbul,Marmara Bölgesi,34408,Hamidiye Mahallesi
ÇİNİLİ TAKSİ,41.0232553930001,29.0259501090001,Selami Ali Efendi Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34672,Mimar Sinan Mahallesi
MEDİCAL PARK TAKSİ DURAĞI,40.983999501,29.0894728,Halk Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34734,Sahrayıcedit Mahallesi
İSPARK BEYKOZ,41.0947378010001,29.0897113,Orhan Veli Kanık Caddesi,Beykoz,,İstanbul,Marmara Bölgesi,34805,Kavacık Mahallesi
KUŞDİLİ UATD YERİ,40.989744101,29.0308591,Kuşdili Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34714,Osmanağa Mahallesi
TUZLA İÇMELER MERKEZ TAKSİ DURAĞI,40.8503847010001,29.2988792,Dr. Sadık Ahmet Caddesi,Tuzla,,İstanbul,Marmara Bölgesi,34947,Aydıntepe Mahallesi
BALTA LİMANI TAKSİ DURAĞI,41.0967549010001,29.0533592990001,,Sarıyer,,İstanbul,Marmara Bölgesi,34470,Baltalimanı Mahallesi
İÇERENKÖY MERKEZ TAKSİ,40.963754201,29.1117522,Sazak Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34752,İçerenköy Mahallesi
KIRAÇ MERKEZ TAKSİ DURAĞI,41.035536601,28.6454582010001,Atatürk Caddesi,Esenyurt,,İstanbul,Marmara Bölgesi,34522,İstiklal Mahallesi
İSPARK DOLMABAHÇE,41.0430804010001,28.992644,Kadırgalar Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34367,Harbiye
SAMATYA SGK HASTANE-1,41.0022,28.9372,,Fatih,,İstanbul,Marmara Bölgesi,34107,Cerrahpaşa Mahallesi
YEŞİLYURT TAKSİ DURAĞI,40.9650828010001,28.8372737,Yeşilyurt İstasyon Caddesi,Bakırköy,,İstanbul,Marmara Bölgesi,34149,Yeşilyurt Mahallesi
1. ULUS TAKSİ DURAĞI,41.0659486010001,29.0304628,Ahmet Adnan Saygun Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,34345,Kuruçeşme Mahallesi
İSKENDERPAŞA TAKSİ,41.015849501,28.948559199,Feyzullah Efendi Sokağı,Fatih,,İstanbul,Marmara Bölgesi,34080,Akşemsettin Mahallesi
İSPARK BAKIRKÖY IDO,40.9736042010001,28.8766197,Kennedy Caddesi,Bakırköy,,İstanbul,Marmara Bölgesi,34140,Zeytinlik Mahallesi
NİHAT TARLAN TAKSİ DURAĞI,40.9544993010001,29.0945172,,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
ÜSKÜDAR ÇAYIR TAKSİ DURAĞI,41.0145137270001,29.085371394,Söğütlüçayır Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34697,Cumhuriyet Mahallesi
BALON TESİSİ YANI UATD,40.990691301,29.0194903,Damga Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34710,Caferağa Mahallesi
AVRUPA TAKSİ DURAĞI,41.062734801,28.995878401,,Şişli,,İstanbul,Marmara Bölgesi,34346,Fulya Mahallesi
GÜL TAKSİ DURAĞI,41.057453901,28.9735380990001,,Şişli,,İstanbul,Marmara Bölgesi,34384,Halide Edip Adıvar Mahallesi
KUYUMCUKENT TAKSİ,41.0030802810001,28.81581986,,Bahçelievler,,İstanbul,Marmara Bölgesi,34197,Yenibosna Merkez Mahallesi
ÇIRAĞAN TAKSİ 2,41.044599899,29.0160888130001,Çırağan Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,00034,Yıldız Mahallesi
İSPARK Gülsuyu Metro Durağı,40.9238000010001,29.1567,,Maltepe,,İstanbul,Marmara Bölgesi,34848,Gülsuyu Mahallesi
TURİZM TAKSİ DURAĞI,40.958886901,28.8219954,Sait Kesler Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34149,Yeşilköy Mahallesi
TURUNCU TAKSİ,40.9931,28.834599999,,Bahçelievler,,İstanbul,Marmara Bölgesi,34196,Fevzi Çakmak Mahallesi
AVCILAR GOL TAKSİİ DURAĞI,40.9844,28.7370999990001,İskeçe Caddesi,Avcılar,Üniversite Mahallesi,İstanbul,Marmara Bölgesi,34320,Gümüşpala Mahallesi
Sefaköy Merkez Taksi - 2,41.009,28.7997,Beşir Kemal Caddesi,Küçükçekmece,,İstanbul,Marmara Bölgesi,34295,Tevfikbey Mahallesi
İSPARK Ragıp Gümüşpala Caddesi,41.0176,28.9711999990001,Eminönü Meydanı,Fatih,,İstanbul,Marmara Bölgesi,34116,Rüstempaşa Mahallesi
Atrium Taksi,40.9879,28.8471,Karanfil Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 7-8-9-10. Kısım Mahallesi
İSPARK - KADIKÖY İDO İSKELESİ HALDUN TANER SAHNESİ ÖNÜ,40.991573101,29.0235296,Rıhtım Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34710,Caferağa Mahallesi
İSPARK KOZYATAĞI METRO-HALYOLU,40.9756,29.1001,Üsküdar-İçerenköy Yolu Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34752,İçerenköy Mahallesi
HİZMET TAKSİ,40.993371473,29.22740143,Asır Caddesi,Sancaktepe,,İstanbul,Marmara Bölgesi,34887,Abdurrahmangazi Mahallesi
RAMİ MEYDAN ERAY TAKSİ DURAĞI,41.0482812010001,28.920922,Rami Eyüp Yolu Caddesi,Eyüpsultan,,İstanbul,Marmara Bölgesi,34055,Rami Cuma Mahallesi
ÇİÇEK TAKSİ,41.014897401,28.691358999,Deniz Gezmiş Caddesi,Esenyurt,Namık Kemal Mahallesi,İstanbul,Marmara Bölgesi,34513,Zafer Mahallesi
BABIALİ TAKSİ,41.010289201,28.9746615,Nur-u Osmaniye Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34110,Alemdar Mahallesi
ÇİÇEK TAKSİ,41.094837967,29.089874057,Orhan Veli Kanık Caddesi,Beykoz,,İstanbul,Marmara Bölgesi,34805,Kavacık Mahallesi
SUADİYE MERKEZ TAKSİ DURAĞI,40.9562505010001,29.0797255,Otopark İçi Yol,Kadıköy,,İstanbul,Marmara Bölgesi,34740,Suadiye Mahallesi
SOYAK YENİ ŞEHİR TAKSİ,41.0069470010001,29.1127019,,Ümraniye,,İstanbul,Marmara Bölgesi,34760,Site Mahallesi
PENDİK DEVLET HASTANESİ  TAKSİ DURAĞI,40.885900001,29.266,Ladik Sokak,Pendik,,İstanbul,Marmara Bölgesi,34899,Fevzi Çakmak Mahallesi
Akyol Taksi,41.0332999990001,28.9872000010001,Akyol Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34433,Cihangir
SİLİVRİ E 5 TAKSİ DURAĞI,41.0760811010001,28.2505784,Albay Yunus Dirik Caddesi,Silivri,,İstanbul,Marmara Bölgesi,34570,Alibey Mahallesi
MARMARA FORM TAKSİ,40.9989494010001,28.8854544,Çobançeşme Koşuyolu Bulvarı,Bakırköy,,İstanbul,Marmara Bölgesi,34146,Osmaniye Mahallesi
AİLE TAKSİ,41.0546,29.0227,Muhtar Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34347,Balmumcu Mahallesi
Kirazlı Merkez Taksi,41.0342208770001,28.8344455980001,1216. Sokak,Bağcılar,,İstanbul,Marmara Bölgesi,34212,Kirazlı Mahallesi
BOSTANCİ MEYDAN TAKSİ,40.953600001,29.0951,Bağdat Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
SAHRA BİRLİK TAKSİ,40.984200001,29.0843,Umutlar Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34734,Sahrayıcedit Mahallesi
HUZUR TAKSİ DURAĞI,41.0788784010001,28.926322,SEVGİ SOKAK,Eyüpsultan,,İstanbul,Marmara Bölgesi,34065,Yeşilpınar Mahallesi
KARTALTEPE MAH ATATÜRK BULVARI UMUMA AÇIK TAKSİ DURAĞI,40.8901,29.1904999990001,Ekber Sokağı,Kartal,,İstanbul,Marmara Bölgesi,34870,Karlıktepe Mahallesi
İSPARK - AĞITHANE ALİBEYKÖY SİLAHTARAĞA BİLİ ÜNİVERSİTESİ YANI,41.069848001,28.9457503,Kazım Karabekir Caddesi,Eyüpsultan,,İstanbul,Marmara Bölgesi,34060,Emniyettepe Mahallesi
GÜNAYDIN TAKSİ DURAĞI,41.084460001,29.0410849,Özengi Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34337,Etiler Mahallesi
OKMEYDANI MERKEZ TAKSİ DURAĞI,41.058110201,28.9655201,,Şişli,,İstanbul,Marmara Bölgesi,34384,Halil Rıfat Paşa Mahallesi
BAŞAK TAKSİ,41.092521204,28.974585802,Girne Caddesi,Kâğıthane,,İstanbul,Marmara Bölgesi,34408,Hamidiye Mahallesi
DEMİRCİKÖY MARTI TAKSİ DURAĞI-2-,41.205952301,29.0416719,Kardelen Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34450,Zekeriyaköy Mahallesi
MAYADROM TAKSİ DURAĞI,41.087939201,29.0212956010001,,Beşiktaş,,İstanbul,Marmara Bölgesi,34335,Akat Mahallesi
HİLAL TAKSİ DURAĞI,40.882155201,29.2372723990001,Polen Sokağı,Pendik,,İstanbul,Marmara Bölgesi,34893,Bahçelievler Mahallesi
"KALAMIŞ MARİNA TAKSİ DURAĞI""",40.9777945010001,29.0405879,Münir Nürettin Selçuk Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34726,Fenerbahçe Mahallesi
ULUS PARK TAKSİ DURAĞI,41.0623515010001,29.033602,Çağrı Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34345,Kuruçeşme Mahallesi
DOĞU SANAYİ TAKSİ-2,41.0158509770001,28.818808119,,Bahçelievler,,İstanbul,Marmara Bölgesi,34197,Yenibosna Merkez Mahallesi
İSPAK - KADIKÖY BOSTANCI İDO VE ADALAR İSKELESİ ÖNÜ,40.9523856010001,29.094311,Çetin Emeç Bulvarı,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
LEVAZIM SİTESİ TAKSİ,41.0644533010001,29.0182554,,Beşiktaş,,İstanbul,Marmara Bölgesi,34340,Levazım Mahallesi
İSPARK - ÇIRPICI METRO İSTASYONU UMUMA AÇIK TAKSİ DURAĞI,41.001204601,28.8905331,,Bakırköy,,İstanbul,Marmara Bölgesi,34146,Osmaniye Mahallesi
ŞEHZADEBAŞI TAKSİ,41.012169638,28.9595123350001,Şehzadebaşı Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34120,Kemalpaşa Mahallesi
GALATAPORT TAKSİ DURAĞI,41.025816401,28.9818069,Tophane İskele Caddesi,Beyoğlu,,İstanbul,Marmara Bölgesi,34425,Kemankeş Karamustafa Paşa
BATMAN SOKAK BUHU BABA UMUMA AÇIK TAKSİ DURAĞI,40.986500001,29.086199999,Batman Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34734,Sahrayıcedit Mahallesi
MALTEPE PARK AVM TAKSİ,40.9188786130001,29.162536936,Cevizli Mah.,Maltepe,,İstanbul,Marmara Bölgesi,34846,Cevizli Mahallesi
TARABYA BAYIRI UATD,41.140237701,29.0301321,Tarabya Bayırı Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Çamlıtepe Mahallesi
FLORYA TURİZM TAKSİ,40.9722380010001,28.7903847,Kırserdar Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34153,Şenlikköy Mahallesi
BAKIRKÖY DEVLET HASTANESİ TAKSİ DURAĞI,40.993236901,28.867357799,Baharözü Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34147,Zuhuratbaba Mahallesi
HARAMİDERE GEÇİT TAKSİ 1,41.0099800780001,28.670841647,,Esenyurt,,İstanbul,Marmara Bölgesi,34513,Güzelyurt Mahallesi
ÇINAR TAKSİ DURAĞI,40.957595801,28.832218,Papatya Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34149,Yeşilköy Mahallesi
ERGUVAN TAKSİ,41.1442035430001,28.4610715330001,Tevfik Erdönmez Caddesi,Çatalca,,İstanbul,Marmara Bölgesi,,Kaleiçi Mahallesi
BİRLİK TAKSİ,41.029208548,29.0388895580001,Kuzguncuk Deresi Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34674,İcadiye Mahallesi
SAPPHİRE TAKSİ,41.0845545010001,29.0060958010001,İsmet İnönü Caddesi,Kâğıthane,,İstanbul,Marmara Bölgesi,34415,Emniyetevleri Mahallesi
Balıklı Rum Hastane Taksi,40.9957,28.9156,,Zeytinburnu,,İstanbul,Marmara Bölgesi,34020,Kazlıçeşme Mahallesi
ATAŞEHİR MERKEZ TAKSİ,40.9918063740001,29.136724277,3. Cadde,Ataşehir,,İstanbul,Marmara Bölgesi,34758,Atatürk Mahallesi
Yenikapı Taksi,41.006100001,28.954,Fabrika Sokağı,Fatih,,İstanbul,Marmara Bölgesi,34130,Katip Kasım Mahallesi
İÇERENKÖY CARREFOR AVM TAKSİ,40.9794759600001,29.0974039660001,Kayışdağı Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34752,İçerenköy Mahallesi
SANTRAL TAKSİ DURAĞI-1,40.9736007010001,29.069682501,Ömerpaşa Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34738,Erenköy Mahallesi
KOZA TAKSİ DURAĞI,41.060856422,28.674633554,Reşneli Niyazi Sokağı,Esenyurt,,İstanbul,Marmara Bölgesi,34538,Aşık Veysel Mahallesi
BORSA TAKSİ DURAĞI,41.1034354010001,29.0479135,,Sarıyer,,İstanbul,Marmara Bölgesi,34467,Reşitpaşa Mahallesi
VADİSTANBUL Avm içi,41.106983386,28.986085372,Azerbaycan Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34396,Ayazağa Mahallesi
SAMANDIRA MERKEZ TAKSI,40.9842,29.2301,,Sancaktepe,,İstanbul,Marmara Bölgesi,34885,Eyüp Sultan Mahallesi
SULTANGAZİ DEVLET HASTANESİ TAKSİ,41.103356911,28.87329435,Hastane Caddesi,Sultangazi,,İstanbul,Marmara Bölgesi,34265,Uğur Mumcu Mahallesi
UYGUN TAKSİ,41.0833,29.0147,Zerrin Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Levent Mahallesi
PENDİK DENİZ TAKSİ DURAĞI,40.8763928010001,29.2352404,Erol Kaya Caddesi,Pendik,,İstanbul,Marmara Bölgesi,34890,Doğu Mahallesi
POLAT TOWER RESİDENCE TAKSİ,41.0562835860001,28.9994188970001,Sakızağacı Sokağı,Şişli,,İstanbul,Marmara Bölgesi,34365,Fulya Mahallesi
SELİMPAŞA MERKEZ TAKSİ,41.0554195010001,28.367371201,,Silivri,,İstanbul,Marmara Bölgesi,34590,Selimpaşa Mahallesi
ROFO TAKSİ,41.0217513520001,28.943826169,Mevkufatçı Sokağı,Fatih,,İstanbul,Marmara Bölgesi,34091,Hırka-i Şerif Mahallesi
PENDİK BİRLİK TAKSİ DURAĞI,40.875600901,29.2326974010001,,Pendik,,İstanbul,Marmara Bölgesi,34890,Batı Mahallesi
İSPARK 4. LEVENT METRO ÇIKIŞI,41.0868,29.006600001,Eski Büyükdere Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34394,Esentepe Mahallesi
KEMERTÜRK TAKSI,41.160647801,28.9100592,Selanik Bulvarı,Eyüpsultan,,İstanbul,Marmara Bölgesi,34075,Mithatpaşa Mahallesi
KARDİYUM TAŞDELEN TAKSİ,41.032,29.227400001,Turgut Özal Caddesi,Çekmeköy,,İstanbul,Marmara Bölgesi,34788,Sultançiftliği Mahallesi
İSPARK - BEŞİKTAŞ İSKELE CFADDESİ,41.0413649010001,29.0073988990001,Çiğdem Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34353,
USKUMRUKÖY DÖRTYOL TAKSİ,41.2194021920001,29.033781187,Kilyos Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34450,Uskumruköy Mahallesi
YENİSAHRA METRO DURAĞI,40.9857,29.0892,D100,Kadıköy,,İstanbul,Marmara Bölgesi,34734,Sahrayıcedit Mahallesi
GÜNEŞLİ MERKEZ TAKSİ,41.031398096,28.8280282960001,Cumhuriyet Caddesi,Bağcılar,,İstanbul,Marmara Bölgesi,34212,Güneşli Mahallesi
MASHATTAN TAKSİ-1,41.111099999,29.0217,Dereboyu Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Maslak Mahallesi
GÜNER TAKSİ,40.9778899350001,28.7200401480001,Denizköşkler Caddesi,Avcılar,,İstanbul,Marmara Bölgesi,34315,Ambarlı Mahallesi
KARTAL BİRLİK TAKSİ,40.8869582140001,29.1838115420001,Savarona Meydanı,Kartal,,İstanbul,Marmara Bölgesi,34860,Kordonboyu Mahallesi
SİTE TAKSİ DURAĞI,40.957633838,28.8214625750001,Cümbüş Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34149,Yeşilköy Mahallesi
OLYMPİA TAKSİ DURAĞI,41.0487104010001,28.7851244,,Küçükçekmece,,İstanbul,Marmara Bölgesi,34307,Atakent Mahallesi
GÜNGÖREN MERKEZ TAKSİ DURAĞ,41.022334001,28.8655158,Çalışkan Sokağı,Güngören,,İstanbul,Marmara Bölgesi,34164,Güneştepe Mahallesi
MASLAK ÇARŞI TAKSİ,41.1101541450001,29.024885806,,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Maslak Mahallesi
Fulya Mehmetçik Taksi,41.057800001,28.9969,Mehmetcik Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34394,Fulya Mahallesi
ÖZLEM TUR TAKSI,40.9786258010001,29.0832324,Bahçeli Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34734,Sahrayıcedit Mahallesi
BEYKOZ UFUK TAKSİ,41.1339304700001,29.0919100250001,Kelle İbrahim Caddesi,Beykoz,,İstanbul,Marmara Bölgesi,34820,Merkez Mahallesi
ESENTEPE TAKSİ,40.9001000010001,29.1851,İnönü Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34870,Karlıktepe Mahallesi
ŞİŞLİ KAPTANPAŞA DARULACEZE YOLU,41.0654000010001,28.9730000010001,Namzet Sokağı,Kâğıthane,,İstanbul,Marmara Bölgesi,34385,Gürsel Mahallesi
ÖZ SİTE TAKSİ 1 TAKSİ,41.080931418,28.250940798,Abdülhalik Renda Sokak,Silivri,,İstanbul,Marmara Bölgesi,34570,Yeni Mahalle
ACIBADEM UMUMA AÇIK TAKSİ DURAĞI,41.0152,29.0571,Erkan Ocaklı Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34696,Küçük Çamlıca Mahallesi
İSPARK MAÇKA,41.047996901,28.9945259,Maçka Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34367,Harbiye
BAKIRKÖY BİRLİK TAKSİ,40.985300001,28.8778,Yeni Caddesi,Bakırköy,,İstanbul,Marmara Bölgesi,34145,Kartaltepe Mahallesi
MİSS TAKSİ,41.0453,28.7643,,Küçükçekmece,,İstanbul,Marmara Bölgesi,34307,Atakent Mahallesi
ŞİRKET TAKSİ,41.1294,29.0478,,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Ferahevler Mahallesi
SÜREYYA TAKSİ DURAĞI,40.926799999,29.1263,Serap Caddesi,Maltepe,,İstanbul,Marmara Bölgesi,34843,Feyzullah Mahallesi
KARTAL METRO DURAĞI,40.906099999,29.2105,D100,Kartal,,İstanbul,Marmara Bölgesi,34870,Esentepe Mahallesi
SILIVRI MARIN PRENSES TAKSI,41.037390101,28.4370801,İstanbul Caddesi,Büyükçekmece,,İstanbul,Marmara Bölgesi,34534,Kamiloba Mahallesi
KAĞITHANE EMNİYET TAKSİ DURAĞI,41.085899999,29.0058000010001,Akarsu Caddesi,Kâğıthane,,İstanbul,Marmara Bölgesi,34415,Emniyetevleri Mahallesi
İSPARK RIHTIM 2,40.990042701,29.0224898,Albay Fak Sözdener Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34710,Caferağa Mahallesi
MEYDAN İSTANBUL AVM TAKSİ,41.024709972,29.126177124,Poligon Caddesi,Ümraniye,,İstanbul,Marmara Bölgesi,34771,Fatih Sultan Mehmet Mahallesi
AĞAOĞLU ELTES GÜNEŞİ TAKSİ DURAĞI,41.010979901,29.1789622,Şehit Ünal Kalafat Caddesi,Ümraniye,,İstanbul,Marmara Bölgesi,34776,Madenler Mahallesi
